Industry,Date,County,High Wage Count
automobile dealers,2019-11-01,Los Angeles,4792
taxi and limousine service,2019-03-01,Los Angeles,216
taxi and limousine service,2019-01-01,Los Angeles,214
taxi and limousine service,2019-02-01,Los Angeles,218
taxi and limousine service,2019-04-01,Los Angeles,218
taxi and limousine service,2019-05-01,Los Angeles,219
taxi and limousine service,2019-06-01,Los Angeles,212
taxi and limousine service,2019-07-01,Los Angeles,205
taxi and limousine service,2019-08-01,Los Angeles,216
taxi and limousine service,2019-09-01,Los Angeles,218
taxi and limousine service,2019-12-01,Los Angeles,223
taxi and limousine service,2019-10-01,Los Angeles,219
taxi and limousine service,2019-11-01,Los Angeles,223
lessors of real estate and offices of real estate agents and brokers,2019-03-01,Los Angeles,4113
lessors of real estate and offices of real estate agents and brokers,2019-01-01,Los Angeles,4070
lessors of real estate and offices of real estate agents and brokers,2019-02-01,Los Angeles,4135
lessors of real estate and offices of real estate agents and brokers,2019-04-01,Los Angeles,4178
lessors of real estate and offices of real estate agents and brokers,2019-05-01,Los Angeles,4200
lessors of real estate and offices of real estate agents and brokers,2019-06-01,Los Angeles,4243
lessors of real estate and offices of real estate agents and brokers,2019-07-01,Los Angeles,4330
lessors of real estate and offices of real estate agents and brokers,2019-08-01,Los Angeles,4308
lessors of real estate and offices of real estate agents and brokers,2019-09-01,Los Angeles,4265
lessors of real estate and offices of real estate agents and brokers,2019-12-01,Los Angeles,4287
lessors of real estate and offices of real estate agents and brokers,2019-10-01,Los Angeles,4308
lessors of real estate and offices of real estate agents and brokers,2019-11-01,Los Angeles,4287
dairy products,2019-03-01,Los Angeles,585
dairy products,2019-01-01,Los Angeles,585
dairy products,2019-02-01,Los Angeles,585
dairy products,2019-04-01,Los Angeles,585
dairy products,2019-05-01,Los Angeles,585
dairy products,2019-06-01,Los Angeles,570
dairy products,2019-07-01,Los Angeles,570
dairy products,2019-08-01,Los Angeles,555
dairy products,2019-09-01,Los Angeles,555
dairy products,2019-12-01,Los Angeles,540
dairy products,2019-10-01,Los Angeles,540
dairy products,2019-11-01,Los Angeles,555
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-03-01,Los Angeles,1706
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-01-01,Los Angeles,1694
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-02-01,Los Angeles,1706
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-04-01,Los Angeles,1730
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-05-01,Los Angeles,1730
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-06-01,Los Angeles,1730
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-07-01,Los Angeles,1742
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-08-01,Los Angeles,1730
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-09-01,Los Angeles,1706
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-12-01,Los Angeles,1873
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-10-01,Los Angeles,1813
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-11-01,Los Angeles,1813
electronics stores,2019-03-01,Los Angeles,1852
electronics stores,2019-01-01,Los Angeles,1935
electronics stores,2019-02-01,Los Angeles,1864
electronics stores,2019-04-01,Los Angeles,1829
electronics stores,2019-05-01,Los Angeles,1829
electronics stores,2019-06-01,Los Angeles,1805
electronics stores,2019-07-01,Los Angeles,1805
electronics stores,2019-08-01,Los Angeles,1793
electronics stores,2019-09-01,Los Angeles,1793
electronics stores,2019-12-01,Los Angeles,1947
electronics stores,2019-10-01,Los Angeles,1841
electronics stores,2019-11-01,Los Angeles,1935
us marines,2019-03-01,Los Angeles,0
us marines,2019-01-01,Los Angeles,0
us marines,2019-02-01,Los Angeles,0
us marines,2019-04-01,Los Angeles,0
us marines,2019-05-01,Los Angeles,0
us marines,2019-06-01,Los Angeles,0
us marines,2019-07-01,Los Angeles,0
us marines,2019-08-01,Los Angeles,0
us marines,2019-09-01,Los Angeles,0
us marines,2019-12-01,Los Angeles,0
us marines,2019-10-01,Los Angeles,0
us marines,2019-11-01,Los Angeles,0
grocery and related product merchant wholesalers,2019-03-01,Los Angeles,4380
grocery and related product merchant wholesalers,2019-01-01,Los Angeles,4358
grocery and related product merchant wholesalers,2019-02-01,Los Angeles,4380
grocery and related product merchant wholesalers,2019-04-01,Los Angeles,4380
grocery and related product merchant wholesalers,2019-05-01,Los Angeles,4402
grocery and related product merchant wholesalers,2019-06-01,Los Angeles,4445
grocery and related product merchant wholesalers,2019-07-01,Los Angeles,4402
grocery and related product merchant wholesalers,2019-08-01,Los Angeles,4402
grocery and related product merchant wholesalers,2019-09-01,Los Angeles,4413
grocery and related product merchant wholesalers,2019-12-01,Los Angeles,4467
grocery and related product merchant wholesalers,2019-10-01,Los Angeles,4423
grocery and related product merchant wholesalers,2019-11-01,Los Angeles,4434
other motor vehicle dealers,2019-03-01,Los Angeles,237
other motor vehicle dealers,2019-01-01,Los Angeles,237
other motor vehicle dealers,2019-02-01,Los Angeles,237
other motor vehicle dealers,2019-04-01,Los Angeles,249
other motor vehicle dealers,2019-05-01,Los Angeles,249
other motor vehicle dealers,2019-06-01,Los Angeles,249
other motor vehicle dealers,2019-07-01,Los Angeles,249
other motor vehicle dealers,2019-08-01,Los Angeles,237
other motor vehicle dealers,2019-09-01,Los Angeles,237
other motor vehicle dealers,2019-12-01,Los Angeles,237
other motor vehicle dealers,2019-10-01,Los Angeles,249
other motor vehicle dealers,2019-11-01,Los Angeles,237
nonferrous metal except aluminum production and processing,2019-03-01,Los Angeles,0
nonferrous metal except aluminum production and processing,2019-01-01,Los Angeles,0
nonferrous metal except aluminum production and processing,2019-02-01,Los Angeles,0
nonferrous metal except aluminum production and processing,2019-04-01,Los Angeles,0
nonferrous metal except aluminum production and processing,2019-05-01,Los Angeles,0
nonferrous metal except aluminum production and processing,2019-06-01,Los Angeles,0
nonferrous metal except aluminum production and processing,2019-07-01,Los Angeles,0
nonferrous metal except aluminum production and processing,2019-08-01,Los Angeles,0
nonferrous metal except aluminum production and processing,2019-09-01,Los Angeles,0
nonferrous metal except aluminum production and processing,2019-12-01,Los Angeles,0
nonferrous metal except aluminum production and processing,2019-10-01,Los Angeles,0
nonferrous metal except aluminum production and processing,2019-11-01,Los Angeles,0
us marines,2019-03-01,Los Angeles,0
us marines,2019-01-01,Los Angeles,0
us marines,2019-02-01,Los Angeles,0
us marines,2019-04-01,Los Angeles,0
us marines,2019-05-01,Los Angeles,0
us marines,2019-06-01,Los Angeles,0
us marines,2019-07-01,Los Angeles,0
us marines,2019-08-01,Los Angeles,0
us marines,2019-09-01,Los Angeles,0
us marines,2019-12-01,Los Angeles,0
us marines,2019-10-01,Los Angeles,0
us marines,2019-11-01,Los Angeles,0
offices of other health practitioners,2019-03-01,Los Angeles,3483
offices of other health practitioners,2019-01-01,Los Angeles,3433
offices of other health practitioners,2019-02-01,Los Angeles,3496
offices of other health practitioners,2019-04-01,Los Angeles,3546
offices of other health practitioners,2019-05-01,Los Angeles,3583
offices of other health practitioners,2019-06-01,Los Angeles,3546
offices of other health practitioners,2019-07-01,Los Angeles,3583
offices of other health practitioners,2019-08-01,Los Angeles,3633
offices of other health practitioners,2019-09-01,Los Angeles,3608
offices of other health practitioners,2019-12-01,Los Angeles,3758
offices of other health practitioners,2019-10-01,Los Angeles,3733
offices of other health practitioners,2019-11-01,Los Angeles,3758
couriers and messengers,2019-03-01,Los Angeles,2178
couriers and messengers,2019-01-01,Los Angeles,2403
couriers and messengers,2019-02-01,Los Angeles,2186
couriers and messengers,2019-04-01,Los Angeles,2186
couriers and messengers,2019-05-01,Los Angeles,2223
couriers and messengers,2019-06-01,Los Angeles,2291
couriers and messengers,2019-07-01,Los Angeles,2306
couriers and messengers,2019-08-01,Los Angeles,2328
couriers and messengers,2019-09-01,Los Angeles,2381
couriers and messengers,2019-12-01,Los Angeles,3107
couriers and messengers,2019-10-01,Los Angeles,2485
couriers and messengers,2019-11-01,Los Angeles,2882
colleges universities and professional schools including junior colleges,2019-03-01,Los Angeles,14036
colleges universities and professional schools including junior colleges,2019-01-01,Los Angeles,12657
colleges universities and professional schools including junior colleges,2019-02-01,Los Angeles,14055
colleges universities and professional schools including junior colleges,2019-04-01,Los Angeles,14112
colleges universities and professional schools including junior colleges,2019-05-01,Los Angeles,13564
colleges universities and professional schools including junior colleges,2019-06-01,Los Angeles,12506
colleges universities and professional schools including junior colleges,2019-07-01,Los Angeles,11542
colleges universities and professional schools including junior colleges,2019-08-01,Los Angeles,11429
colleges universities and professional schools including junior colleges,2019-09-01,Los Angeles,13564
colleges universities and professional schools including junior colleges,2019-12-01,Los Angeles,14282
colleges universities and professional schools including junior colleges,2019-10-01,Los Angeles,14149
colleges universities and professional schools including junior colleges,2019-11-01,Los Angeles,14320
animal slaughtering and processing,2019-03-01,Los Angeles,365
animal slaughtering and processing,2019-01-01,Los Angeles,365
animal slaughtering and processing,2019-02-01,Los Angeles,365
animal slaughtering and processing,2019-04-01,Los Angeles,365
animal slaughtering and processing,2019-05-01,Los Angeles,365
animal slaughtering and processing,2019-06-01,Los Angeles,365
animal slaughtering and processing,2019-07-01,Los Angeles,365
animal slaughtering and processing,2019-08-01,Los Angeles,365
animal slaughtering and processing,2019-09-01,Los Angeles,365
animal slaughtering and processing,2019-12-01,Los Angeles,365
animal slaughtering and processing,2019-10-01,Los Angeles,365
animal slaughtering and processing,2019-11-01,Los Angeles,365
resin synthetic rubber and fibers and filaments,2019-03-01,Los Angeles,630
resin synthetic rubber and fibers and filaments,2019-01-01,Los Angeles,630
resin synthetic rubber and fibers and filaments,2019-02-01,Los Angeles,630
resin synthetic rubber and fibers and filaments,2019-04-01,Los Angeles,620
resin synthetic rubber and fibers and filaments,2019-05-01,Los Angeles,620
resin synthetic rubber and fibers and filaments,2019-06-01,Los Angeles,630
resin synthetic rubber and fibers and filaments,2019-07-01,Los Angeles,625
resin synthetic rubber and fibers and filaments,2019-08-01,Los Angeles,620
resin synthetic rubber and fibers and filaments,2019-09-01,Los Angeles,620
resin synthetic rubber and fibers and filaments,2019-12-01,Los Angeles,591
resin synthetic rubber and fibers and filaments,2019-10-01,Los Angeles,596
resin synthetic rubber and fibers and filaments,2019-11-01,Los Angeles,596
travel arrangements and reservation services,2019-03-01,Los Angeles,1653
travel arrangements and reservation services,2019-01-01,Los Angeles,1653
travel arrangements and reservation services,2019-02-01,Los Angeles,1653
travel arrangements and reservation services,2019-04-01,Los Angeles,1653
travel arrangements and reservation services,2019-05-01,Los Angeles,1689
travel arrangements and reservation services,2019-06-01,Los Angeles,1671
travel arrangements and reservation services,2019-07-01,Los Angeles,1671
travel arrangements and reservation services,2019-08-01,Los Angeles,1653
travel arrangements and reservation services,2019-09-01,Los Angeles,1634
travel arrangements and reservation services,2019-12-01,Los Angeles,1634
travel arrangements and reservation services,2019-10-01,Los Angeles,1653
travel arrangements and reservation services,2019-11-01,Los Angeles,1634
offices of physicians,2019-03-01,Los Angeles,18785
offices of physicians,2019-01-01,Los Angeles,18785
offices of physicians,2019-02-01,Los Angeles,18876
offices of physicians,2019-04-01,Los Angeles,18694
offices of physicians,2019-05-01,Los Angeles,18785
offices of physicians,2019-06-01,Los Angeles,18724
offices of physicians,2019-07-01,Los Angeles,18815
offices of physicians,2019-08-01,Los Angeles,18815
offices of physicians,2019-09-01,Los Angeles,18664
offices of physicians,2019-12-01,Los Angeles,19483
offices of physicians,2019-10-01,Los Angeles,19180
offices of physicians,2019-11-01,Los Angeles,19240
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2019-03-01,Los Angeles,4174
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2019-01-01,Los Angeles,4145
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2019-02-01,Los Angeles,4174
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2019-04-01,Los Angeles,4234
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2019-05-01,Los Angeles,4253
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2019-06-01,Los Angeles,4243
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2019-07-01,Los Angeles,4283
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2019-08-01,Los Angeles,4333
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2019-09-01,Los Angeles,4293
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2019-12-01,Los Angeles,4263
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2019-10-01,Los Angeles,4293
construction the cleaning of buildings and dwellings is incidental during construction and immediately after construction,2019-11-01,Los Angeles,4323
retail bakeries,2019-03-01,Los Angeles,248
retail bakeries,2019-01-01,Los Angeles,243
retail bakeries,2019-02-01,Los Angeles,245
retail bakeries,2019-04-01,Los Angeles,243
retail bakeries,2019-05-01,Los Angeles,240
retail bakeries,2019-06-01,Los Angeles,240
retail bakeries,2019-07-01,Los Angeles,235
retail bakeries,2019-08-01,Los Angeles,237
retail bakeries,2019-09-01,Los Angeles,237
retail bakeries,2019-12-01,Los Angeles,239
retail bakeries,2019-10-01,Los Angeles,237
retail bakeries,2019-11-01,Los Angeles,239
us marines,2019-03-01,Los Angeles,0
us marines,2019-01-01,Los Angeles,0
us marines,2019-02-01,Los Angeles,0
us marines,2019-04-01,Los Angeles,0
us marines,2019-05-01,Los Angeles,0
us marines,2019-06-01,Los Angeles,0
us marines,2019-07-01,Los Angeles,0
us marines,2019-08-01,Los Angeles,0
us marines,2019-09-01,Los Angeles,0
us marines,2019-12-01,Los Angeles,0
us marines,2019-10-01,Los Angeles,0
us marines,2019-11-01,Los Angeles,0
cut and sew and apparel accessories and other apparel,2019-03-01,Los Angeles,1756
cut and sew and apparel accessories and other apparel,2019-01-01,Los Angeles,1700
cut and sew and apparel accessories and other apparel,2019-02-01,Los Angeles,1742
cut and sew and apparel accessories and other apparel,2019-04-01,Los Angeles,1735
cut and sew and apparel accessories and other apparel,2019-05-01,Los Angeles,1714
cut and sew and apparel accessories and other apparel,2019-06-01,Los Angeles,1692
cut and sew and apparel accessories and other apparel,2019-07-01,Los Angeles,1664
cut and sew and apparel accessories and other apparel,2019-08-01,Los Angeles,1643
cut and sew and apparel accessories and other apparel,2019-09-01,Los Angeles,1636
cut and sew and apparel accessories and other apparel,2019-12-01,Los Angeles,1593
cut and sew and apparel accessories and other apparel,2019-10-01,Los Angeles,1607
cut and sew and apparel accessories and other apparel,2019-11-01,Los Angeles,1607
general merchandise stores including warehouse clubs and supercenters,2019-03-01,Los Angeles,2204
general merchandise stores including warehouse clubs and supercenters,2019-01-01,Los Angeles,2380
general merchandise stores including warehouse clubs and supercenters,2019-02-01,Los Angeles,2235
general merchandise stores including warehouse clubs and supercenters,2019-04-01,Los Angeles,2191
general merchandise stores including warehouse clubs and supercenters,2019-05-01,Los Angeles,2181
general merchandise stores including warehouse clubs and supercenters,2019-06-01,Los Angeles,2177
general merchandise stores including warehouse clubs and supercenters,2019-07-01,Los Angeles,2194
general merchandise stores including warehouse clubs and supercenters,2019-08-01,Los Angeles,2228
general merchandise stores including warehouse clubs and supercenters,2019-09-01,Los Angeles,2231
general merchandise stores including warehouse clubs and supercenters,2019-12-01,Los Angeles,2617
general merchandise stores including warehouse clubs and supercenters,2019-10-01,Los Angeles,2292
general merchandise stores including warehouse clubs and supercenters,2019-11-01,Los Angeles,2586
electric lighting and electrical equipment manufacturing and other electrical component manufacturing nec,2019-03-01,Los Angeles,552
electric lighting and electrical equipment manufacturing and other electrical component manufacturing nec,2019-01-01,Los Angeles,559
electric lighting and electrical equipment manufacturing and other electrical component manufacturing nec,2019-02-01,Los Angeles,559
electric lighting and electrical equipment manufacturing and other electrical component manufacturing nec,2019-04-01,Los Angeles,546
electric lighting and electrical equipment manufacturing and other electrical component manufacturing nec,2019-05-01,Los Angeles,546
electric lighting and electrical equipment manufacturing and other electrical component manufacturing nec,2019-06-01,Los Angeles,546
electric lighting and electrical equipment manufacturing and other electrical component manufacturing nec,2019-07-01,Los Angeles,540
electric lighting and electrical equipment manufacturing and other electrical component manufacturing nec,2019-08-01,Los Angeles,540
electric lighting and electrical equipment manufacturing and other electrical component manufacturing nec,2019-09-01,Los Angeles,534
electric lighting and electrical equipment manufacturing and other electrical component manufacturing nec,2019-12-01,Los Angeles,508
electric lighting and electrical equipment manufacturing and other electrical component manufacturing nec,2019-10-01,Los Angeles,527
electric lighting and electrical equipment manufacturing and other electrical component manufacturing nec,2019-11-01,Los Angeles,515
investigation and security services,2019-03-01,Los Angeles,3402
investigation and security services,2019-01-01,Los Angeles,3415
investigation and security services,2019-02-01,Los Angeles,3396
investigation and security services,2019-04-01,Los Angeles,3396
investigation and security services,2019-05-01,Los Angeles,3467
investigation and security services,2019-06-01,Los Angeles,3408
investigation and security services,2019-07-01,Los Angeles,3467
investigation and security services,2019-08-01,Los Angeles,3493
investigation and security services,2019-09-01,Los Angeles,3538
investigation and security services,2019-12-01,Los Angeles,3603
investigation and security services,2019-10-01,Los Angeles,3628
investigation and security services,2019-11-01,Los Angeles,3635
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-03-01,Los Angeles,791
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-01-01,Los Angeles,788
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-02-01,Los Angeles,791
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-04-01,Los Angeles,797
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-05-01,Los Angeles,802
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-06-01,Los Angeles,813
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-07-01,Los Angeles,826
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-08-01,Los Angeles,829
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-09-01,Los Angeles,825
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-12-01,Los Angeles,828
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-10-01,Los Angeles,834
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-11-01,Los Angeles,826
investigation and security services,2019-03-01,Los Angeles,3402
investigation and security services,2019-01-01,Los Angeles,3415
investigation and security services,2019-02-01,Los Angeles,3396
investigation and security services,2019-04-01,Los Angeles,3396
investigation and security services,2019-05-01,Los Angeles,3467
investigation and security services,2019-06-01,Los Angeles,3408
investigation and security services,2019-07-01,Los Angeles,3467
investigation and security services,2019-08-01,Los Angeles,3493
investigation and security services,2019-09-01,Los Angeles,3538
investigation and security services,2019-12-01,Los Angeles,3603
investigation and security services,2019-10-01,Los Angeles,3628
investigation and security services,2019-11-01,Los Angeles,3635
miscellaneous nondurable goods merchant wholesalers,2019-03-01,Los Angeles,559
miscellaneous nondurable goods merchant wholesalers,2019-01-01,Los Angeles,559
miscellaneous nondurable goods merchant wholesalers,2019-02-01,Los Angeles,563
miscellaneous nondurable goods merchant wholesalers,2019-04-01,Los Angeles,563
miscellaneous nondurable goods merchant wholesalers,2019-05-01,Los Angeles,567
miscellaneous nondurable goods merchant wholesalers,2019-06-01,Los Angeles,555
miscellaneous nondurable goods merchant wholesalers,2019-07-01,Los Angeles,559
miscellaneous nondurable goods merchant wholesalers,2019-08-01,Los Angeles,555
miscellaneous nondurable goods merchant wholesalers,2019-09-01,Los Angeles,551
miscellaneous nondurable goods merchant wholesalers,2019-12-01,Los Angeles,551
miscellaneous nondurable goods merchant wholesalers,2019-10-01,Los Angeles,547
miscellaneous nondurable goods merchant wholesalers,2019-11-01,Los Angeles,551
restaurants and other food services,2019-03-01,Los Angeles,4450
restaurants and other food services,2019-01-01,Los Angeles,4393
restaurants and other food services,2019-02-01,Los Angeles,4418
restaurants and other food services,2019-04-01,Los Angeles,4472
restaurants and other food services,2019-05-01,Los Angeles,4499
restaurants and other food services,2019-06-01,Los Angeles,4512
restaurants and other food services,2019-07-01,Los Angeles,4485
restaurants and other food services,2019-08-01,Los Angeles,4472
restaurants and other food services,2019-09-01,Los Angeles,4477
restaurants and other food services,2019-12-01,Los Angeles,4465
restaurants and other food services,2019-10-01,Los Angeles,4472
restaurants and other food services,2019-11-01,Los Angeles,4482
employment services,2019-03-01,Los Angeles,8324
employment services,2019-01-01,Los Angeles,8103
employment services,2019-02-01,Los Angeles,8174
employment services,2019-04-01,Los Angeles,7898
employment services,2019-05-01,Los Angeles,8024
employment services,2019-06-01,Los Angeles,8206
employment services,2019-07-01,Los Angeles,8135
employment services,2019-08-01,Los Angeles,8458
employment services,2019-09-01,Los Angeles,8419
employment services,2019-12-01,Los Angeles,8482
employment services,2019-10-01,Los Angeles,8292
employment services,2019-11-01,Los Angeles,8474
management scientific and technical consulting services,2019-03-01,Los Angeles,14842
management scientific and technical consulting services,2019-01-01,Los Angeles,14814
management scientific and technical consulting services,2019-02-01,Los Angeles,14926
management scientific and technical consulting services,2019-04-01,Los Angeles,15038
management scientific and technical consulting services,2019-05-01,Los Angeles,15094
management scientific and technical consulting services,2019-06-01,Los Angeles,15122
management scientific and technical consulting services,2019-07-01,Los Angeles,15291
management scientific and technical consulting services,2019-08-01,Los Angeles,15234
management scientific and technical consulting services,2019-09-01,Los Angeles,15150
management scientific and technical consulting services,2019-12-01,Los Angeles,15936
management scientific and technical consulting services,2019-10-01,Los Angeles,15768
management scientific and technical consulting services,2019-11-01,Los Angeles,15768
nursing care facilities skilled nursing facilities,2019-03-01,Los Angeles,3675
nursing care facilities skilled nursing facilities,2019-01-01,Los Angeles,3644
nursing care facilities skilled nursing facilities,2019-02-01,Los Angeles,3675
nursing care facilities skilled nursing facilities,2019-04-01,Los Angeles,3683
nursing care facilities skilled nursing facilities,2019-05-01,Los Angeles,3690
nursing care facilities skilled nursing facilities,2019-06-01,Los Angeles,3713
nursing care facilities skilled nursing facilities,2019-07-01,Los Angeles,3721
nursing care facilities skilled nursing facilities,2019-08-01,Los Angeles,3744
nursing care facilities skilled nursing facilities,2019-09-01,Los Angeles,3744
nursing care facilities skilled nursing facilities,2019-12-01,Los Angeles,3782
nursing care facilities skilled nursing facilities,2019-10-01,Los Angeles,3774
nursing care facilities skilled nursing facilities,2019-11-01,Los Angeles,3797
fabric mills except knitting mills,2019-03-01,Los Angeles,359
fabric mills except knitting mills,2019-01-01,Los Angeles,359
fabric mills except knitting mills,2019-02-01,Los Angeles,359
fabric mills except knitting mills,2019-04-01,Los Angeles,359
fabric mills except knitting mills,2019-05-01,Los Angeles,359
fabric mills except knitting mills,2019-06-01,Los Angeles,359
fabric mills except knitting mills,2019-07-01,Los Angeles,350
fabric mills except knitting mills,2019-08-01,Los Angeles,350
fabric mills except knitting mills,2019-09-01,Los Angeles,350
fabric mills except knitting mills,2019-12-01,Los Angeles,350
fabric mills except knitting mills,2019-10-01,Los Angeles,350
fabric mills except knitting mills,2019-11-01,Los Angeles,350
architectural engineering and related services,2019-03-01,Los Angeles,12701
architectural engineering and related services,2019-01-01,Los Angeles,12701
architectural engineering and related services,2019-02-01,Los Angeles,12738
architectural engineering and related services,2019-04-01,Los Angeles,12959
architectural engineering and related services,2019-05-01,Los Angeles,13032
architectural engineering and related services,2019-06-01,Los Angeles,13143
architectural engineering and related services,2019-07-01,Los Angeles,13401
architectural engineering and related services,2019-08-01,Los Angeles,13401
architectural engineering and related services,2019-09-01,Los Angeles,13253
architectural engineering and related services,2019-12-01,Los Angeles,13511
architectural engineering and related services,2019-10-01,Los Angeles,13437
architectural engineering and related services,2019-11-01,Los Angeles,13437
gasoline stations,2019-03-01,Los Angeles,692
gasoline stations,2019-01-01,Los Angeles,675
gasoline stations,2019-02-01,Los Angeles,687
gasoline stations,2019-04-01,Los Angeles,681
gasoline stations,2019-05-01,Los Angeles,681
gasoline stations,2019-06-01,Los Angeles,687
gasoline stations,2019-07-01,Los Angeles,687
gasoline stations,2019-08-01,Los Angeles,692
gasoline stations,2019-09-01,Los Angeles,692
gasoline stations,2019-12-01,Los Angeles,687
gasoline stations,2019-10-01,Los Angeles,681
gasoline stations,2019-11-01,Los Angeles,687
us marines,2019-03-01,Los Angeles,0
us marines,2019-01-01,Los Angeles,0
us marines,2019-02-01,Los Angeles,0
us marines,2019-04-01,Los Angeles,0
us marines,2019-05-01,Los Angeles,0
us marines,2019-06-01,Los Angeles,0
us marines,2019-07-01,Los Angeles,0
us marines,2019-08-01,Los Angeles,0
us marines,2019-09-01,Los Angeles,0
us marines,2019-12-01,Los Angeles,0
us marines,2019-10-01,Los Angeles,0
us marines,2019-11-01,Los Angeles,0
agencies brokerages and other insurance related activities,2019-03-01,Los Angeles,7977
agencies brokerages and other insurance related activities,2019-01-01,Los Angeles,8005
agencies brokerages and other insurance related activities,2019-02-01,Los Angeles,8005
agencies brokerages and other insurance related activities,2019-04-01,Los Angeles,8033
agencies brokerages and other insurance related activities,2019-05-01,Los Angeles,8005
agencies brokerages and other insurance related activities,2019-06-01,Los Angeles,8005
agencies brokerages and other insurance related activities,2019-07-01,Los Angeles,8033
agencies brokerages and other insurance related activities,2019-08-01,Los Angeles,8005
agencies brokerages and other insurance related activities,2019-09-01,Los Angeles,7949
agencies brokerages and other insurance related activities,2019-12-01,Los Angeles,8061
agencies brokerages and other insurance related activities,2019-10-01,Los Angeles,8033
agencies brokerages and other insurance related activities,2019-11-01,Los Angeles,8061
pharmaceuticals and medicines,2019-03-01,Los Angeles,2512
pharmaceuticals and medicines,2019-01-01,Los Angeles,2512
pharmaceuticals and medicines,2019-02-01,Los Angeles,2512
pharmaceuticals and medicines,2019-04-01,Los Angeles,2480
pharmaceuticals and medicines,2019-05-01,Los Angeles,2480
pharmaceuticals and medicines,2019-06-01,Los Angeles,2544
pharmaceuticals and medicines,2019-07-01,Los Angeles,2576
pharmaceuticals and medicines,2019-08-01,Los Angeles,2544
pharmaceuticals and medicines,2019-09-01,Los Angeles,2544
pharmaceuticals and medicines,2019-12-01,Los Angeles,2607
pharmaceuticals and medicines,2019-10-01,Los Angeles,2576
pharmaceuticals and medicines,2019-11-01,Los Angeles,2576
restaurants and other food services,2019-03-01,Los Angeles,540
restaurants and other food services,2019-01-01,Los Angeles,501
restaurants and other food services,2019-02-01,Los Angeles,530
restaurants and other food services,2019-04-01,Los Angeles,552
restaurants and other food services,2019-05-01,Los Angeles,555
restaurants and other food services,2019-06-01,Los Angeles,552
restaurants and other food services,2019-07-01,Los Angeles,513
restaurants and other food services,2019-08-01,Los Angeles,518
restaurants and other food services,2019-09-01,Los Angeles,552
restaurants and other food services,2019-12-01,Los Angeles,545
restaurants and other food services,2019-10-01,Los Angeles,602
restaurants and other food services,2019-11-01,Los Angeles,555
warehousing and storage,2019-03-01,Los Angeles,397
warehousing and storage,2019-01-01,Los Angeles,402
warehousing and storage,2019-02-01,Los Angeles,400
warehousing and storage,2019-04-01,Los Angeles,393
warehousing and storage,2019-05-01,Los Angeles,391
warehousing and storage,2019-06-01,Los Angeles,391
warehousing and storage,2019-07-01,Los Angeles,387
warehousing and storage,2019-08-01,Los Angeles,391
warehousing and storage,2019-09-01,Los Angeles,393
warehousing and storage,2019-12-01,Los Angeles,406
warehousing and storage,2019-10-01,Los Angeles,393
warehousing and storage,2019-11-01,Los Angeles,406
newspaper publishers,2019-03-01,Los Angeles,470
newspaper publishers,2019-01-01,Los Angeles,464
newspaper publishers,2019-02-01,Los Angeles,470
newspaper publishers,2019-04-01,Los Angeles,470
newspaper publishers,2019-05-01,Los Angeles,464
newspaper publishers,2019-06-01,Los Angeles,464
newspaper publishers,2019-07-01,Los Angeles,464
newspaper publishers,2019-08-01,Los Angeles,451
