Industry,Date,County,High Wage Count
broadcasting except internet,2019-06-01,Kings,1566
broadcasting except internet,2019-06-01,Kings,1566
broadcasting except internet,2019-06-01,Kings,4889
broadcasting except internet,2019-06-01,Kings,1566
broadcasting except internet,2019-07-01,Kings,1593
broadcasting except internet,2019-07-01,Kings,1593
broadcasting except internet,2019-07-01,Kings,4754
broadcasting except internet,2019-07-01,Kings,1593
broadcasting except internet,2019-08-01,Kings,1620
broadcasting except internet,2019-08-01,Kings,1620
broadcasting except internet,2019-08-01,Kings,4700
broadcasting except internet,2019-08-01,Kings,1620
broadcasting except internet,2019-09-01,Kings,1647
broadcasting except internet,2019-09-01,Kings,1647
broadcasting except internet,2019-09-01,Kings,4781
broadcasting except internet,2019-09-01,Kings,1647
broadcasting except internet,2019-10-01,Kings,1674
broadcasting except internet,2019-10-01,Kings,1674
broadcasting except internet,2019-10-01,Kings,4781
broadcasting except internet,2019-10-01,Kings,1674
broadcasting except internet,2019-11-01,Kings,1674
broadcasting except internet,2019-11-01,Kings,1674
broadcasting except internet,2019-11-01,Kings,4889
broadcasting except internet,2019-11-01,Kings,1674
broadcasting except internet,2019-12-01,Kings,1674
broadcasting except internet,2019-12-01,Kings,1674
broadcasting except internet,2019-12-01,Kings,4862
broadcasting except internet,2019-12-01,Kings,1674
broadcasting except internet,2019-01-01,Los Angeles,2569
broadcasting except internet,2019-01-01,Los Angeles,2569
broadcasting except internet,2019-01-01,Los Angeles,8057
broadcasting except internet,2019-01-01,Los Angeles,2569
broadcasting except internet,2019-02-01,Los Angeles,2613
broadcasting except internet,2019-02-01,Los Angeles,2613
broadcasting except internet,2019-02-01,Los Angeles,8188
broadcasting except internet,2019-02-01,Los Angeles,2613
broadcasting except internet,2019-03-01,Los Angeles,2569
broadcasting except internet,2019-03-01,Los Angeles,2569
broadcasting except internet,2019-03-01,Los Angeles,7970
broadcasting except internet,2019-03-01,Los Angeles,2569
broadcasting except internet,2019-04-01,Los Angeles,2526
broadcasting except internet,2019-04-01,Los Angeles,2526
broadcasting except internet,2019-04-01,Los Angeles,7883
broadcasting except internet,2019-04-01,Los Angeles,2526
broadcasting except internet,2019-05-01,Los Angeles,2526
broadcasting except internet,2019-05-01,Los Angeles,2526
broadcasting except internet,2019-05-01,Los Angeles,7796
broadcasting except internet,2019-05-01,Los Angeles,2526
broadcasting except internet,2019-06-01,Los Angeles,2526
broadcasting except internet,2019-06-01,Los Angeles,2526
broadcasting except internet,2019-06-01,Los Angeles,7883
broadcasting except internet,2019-06-01,Los Angeles,2526
broadcasting except internet,2019-07-01,Los Angeles,2569
broadcasting except internet,2019-07-01,Los Angeles,2569
broadcasting except internet,2019-07-01,Los Angeles,7665
broadcasting except internet,2019-07-01,Los Angeles,2569
broadcasting except internet,2019-08-01,Los Angeles,2613
broadcasting except internet,2019-08-01,Los Angeles,2613
broadcasting except internet,2019-08-01,Los Angeles,7578
broadcasting except internet,2019-08-01,Los Angeles,2613
broadcasting except internet,2019-09-01,Los Angeles,2656
broadcasting except internet,2019-09-01,Los Angeles,2656
broadcasting except internet,2019-09-01,Los Angeles,7709
broadcasting except internet,2019-09-01,Los Angeles,2656
broadcasting except internet,2019-10-01,Los Angeles,2700
broadcasting except internet,2019-10-01,Los Angeles,2700
broadcasting except internet,2019-10-01,Los Angeles,7709
broadcasting except internet,2019-10-01,Los Angeles,2700
broadcasting except internet,2019-11-01,Los Angeles,2700
broadcasting except internet,2019-11-01,Los Angeles,2700
broadcasting except internet,2019-11-01,Los Angeles,7883
broadcasting except internet,2019-11-01,Los Angeles,2700
broadcasting except internet,2019-12-01,Los Angeles,2700
broadcasting except internet,2019-12-01,Los Angeles,2700
broadcasting except internet,2019-12-01,Los Angeles,7840
broadcasting except internet,2019-12-01,Los Angeles,2700
broadcasting except internet,2019-01-01,Madera,1531
broadcasting except internet,2019-01-01,Madera,1531
broadcasting except internet,2019-01-01,Madera,4803
broadcasting except internet,2019-01-01,Madera,1531
broadcasting except internet,2019-02-01,Madera,1557
broadcasting except internet,2019-02-01,Madera,1557
broadcasting except internet,2019-02-01,Madera,4880
broadcasting except internet,2019-02-01,Madera,1557
broadcasting except internet,2019-03-01,Madera,1531
broadcasting except internet,2019-03-01,Madera,1531
broadcasting except internet,2019-03-01,Madera,4751
broadcasting except internet,2019-03-01,Madera,1531
broadcasting except internet,2019-04-01,Madera,1505
broadcasting except internet,2019-04-01,Madera,1505
broadcasting except internet,2019-04-01,Madera,4699
broadcasting except internet,2019-04-01,Madera,1505
broadcasting except internet,2019-05-01,Madera,1505
broadcasting except internet,2019-05-01,Madera,1505
broadcasting except internet,2019-05-01,Madera,4647
broadcasting except internet,2019-05-01,Madera,1505
broadcasting except internet,2019-06-01,Madera,1505
broadcasting except internet,2019-06-01,Madera,1505
broadcasting except internet,2019-06-01,Madera,4699
broadcasting except internet,2019-06-01,Madera,1505
broadcasting except internet,2019-07-01,Madera,1531
broadcasting except internet,2019-07-01,Madera,1531
broadcasting except internet,2019-07-01,Madera,4569
broadcasting except internet,2019-07-01,Madera,1531
broadcasting except internet,2019-08-01,Madera,1557
broadcasting except internet,2019-08-01,Madera,1557
broadcasting except internet,2019-08-01,Madera,4517
broadcasting except internet,2019-08-01,Madera,1557
broadcasting except internet,2019-09-01,Madera,1583
broadcasting except internet,2019-09-01,Madera,1583
broadcasting except internet,2019-09-01,Madera,4595
broadcasting except internet,2019-09-01,Madera,1583
broadcasting except internet,2019-10-01,Madera,1609
broadcasting except internet,2019-10-01,Madera,1609
broadcasting except internet,2019-10-01,Madera,4595
broadcasting except internet,2019-10-01,Madera,1609
broadcasting except internet,2019-11-01,Madera,1609
broadcasting except internet,2019-11-01,Madera,1609
broadcasting except internet,2019-11-01,Madera,4699
broadcasting except internet,2019-11-01,Madera,1609
broadcasting except internet,2019-12-01,Madera,1609
broadcasting except internet,2019-12-01,Madera,1609
broadcasting except internet,2019-12-01,Madera,4673
broadcasting except internet,2019-12-01,Madera,1609
broadcasting except internet,2019-01-01,Marin,1890
broadcasting except internet,2019-01-01,Marin,1890
broadcasting except internet,2019-01-01,Marin,5929
broadcasting except internet,2019-01-01,Marin,1890
broadcasting except internet,2019-02-01,Marin,1923
broadcasting except internet,2019-02-01,Marin,1923
broadcasting except internet,2019-02-01,Marin,6025
broadcasting except internet,2019-02-01,Marin,1923
broadcasting except internet,2019-03-01,Marin,1890
broadcasting except internet,2019-03-01,Marin,1890
broadcasting except internet,2019-03-01,Marin,5865
broadcasting except internet,2019-03-01,Marin,1890
broadcasting except internet,2019-04-01,Marin,1858
broadcasting except internet,2019-04-01,Marin,1858
broadcasting except internet,2019-04-01,Marin,5801
broadcasting except internet,2019-04-01,Marin,1858
broadcasting except internet,2019-05-01,Marin,1858
broadcasting except internet,2019-05-01,Marin,1858
broadcasting except internet,2019-05-01,Marin,5737
broadcasting except internet,2019-05-01,Marin,1858
broadcasting except internet,2019-06-01,Marin,1858
broadcasting except internet,2019-06-01,Marin,1858
broadcasting except internet,2019-06-01,Marin,5801
broadcasting except internet,2019-06-01,Marin,1858
broadcasting except internet,2019-07-01,Marin,1890
broadcasting except internet,2019-07-01,Marin,1890
broadcasting except internet,2019-07-01,Marin,5640
broadcasting except internet,2019-07-01,Marin,1890
broadcasting except internet,2019-08-01,Marin,1923
broadcasting except internet,2019-08-01,Marin,1923
broadcasting except internet,2019-08-01,Marin,5576
broadcasting except internet,2019-08-01,Marin,1923
broadcasting except internet,2019-09-01,Marin,1955
broadcasting except internet,2019-09-01,Marin,1955
broadcasting except internet,2019-09-01,Marin,5672
broadcasting except internet,2019-09-01,Marin,1955
broadcasting except internet,2019-10-01,Marin,1987
broadcasting except internet,2019-10-01,Marin,1987
broadcasting except internet,2019-10-01,Marin,5672
broadcasting except internet,2019-10-01,Marin,1987
broadcasting except internet,2019-11-01,Marin,1987
broadcasting except internet,2019-11-01,Marin,1987
broadcasting except internet,2019-11-01,Marin,5801
broadcasting except internet,2019-11-01,Marin,1987
broadcasting except internet,2019-12-01,Marin,1987
broadcasting except internet,2019-12-01,Marin,1987
broadcasting except internet,2019-12-01,Marin,5769
broadcasting except internet,2019-12-01,Marin,1987
broadcasting except internet,2019-01-01,Orange,2017
broadcasting except internet,2019-01-01,Orange,2017
broadcasting except internet,2019-01-01,Orange,6326
broadcasting except internet,2019-01-01,Orange,2017
broadcasting except internet,2019-02-01,Orange,2051
broadcasting except internet,2019-02-01,Orange,2051
broadcasting except internet,2019-02-01,Orange,6429
broadcasting except internet,2019-02-01,Orange,2051
broadcasting except internet,2019-03-01,Orange,2017
broadcasting except internet,2019-03-01,Orange,2017
broadcasting except internet,2019-03-01,Orange,6258
broadcasting except internet,2019-03-01,Orange,2017
broadcasting except internet,2019-04-01,Orange,1983
broadcasting except internet,2019-04-01,Orange,1983
broadcasting except internet,2019-04-01,Orange,6189
broadcasting except internet,2019-04-01,Orange,1983
broadcasting except internet,2019-05-01,Orange,1983
broadcasting except internet,2019-05-01,Orange,1983
broadcasting except internet,2019-05-01,Orange,6121
broadcasting except internet,2019-05-01,Orange,1983
broadcasting except internet,2019-06-01,Orange,1983
broadcasting except internet,2019-06-01,Orange,1983
broadcasting except internet,2019-06-01,Orange,6189
broadcasting except internet,2019-06-01,Orange,1983
broadcasting except internet,2019-07-01,Orange,2017
broadcasting except internet,2019-07-01,Orange,2017
broadcasting except internet,2019-07-01,Orange,6018
broadcasting except internet,2019-07-01,Orange,2017
broadcasting except internet,2019-08-01,Orange,2051
broadcasting except internet,2019-08-01,Orange,2051
broadcasting except internet,2019-08-01,Orange,5950
broadcasting except internet,2019-08-01,Orange,2051
broadcasting except internet,2019-09-01,Orange,2086
broadcasting except internet,2019-09-01,Orange,2086
broadcasting except internet,2019-09-01,Orange,6053
broadcasting except internet,2019-09-01,Orange,2086
broadcasting except internet,2019-10-01,Orange,2120
broadcasting except internet,2019-10-01,Orange,2120
broadcasting except internet,2019-10-01,Orange,6053
broadcasting except internet,2019-10-01,Orange,2120
broadcasting except internet,2019-11-01,Orange,2120
broadcasting except internet,2019-11-01,Orange,2120
broadcasting except internet,2019-11-01,Orange,6189
broadcasting except internet,2019-11-01,Orange,2120
broadcasting except internet,2019-12-01,Orange,2120
broadcasting except internet,2019-12-01,Orange,2120
broadcasting except internet,2019-12-01,Orange,6155
broadcasting except internet,2019-12-01,Orange,2120
broadcasting except internet,2019-01-01,Placer,3157
broadcasting except internet,2019-01-01,Placer,3157
broadcasting except internet,2019-01-01,Placer,9901
broadcasting except internet,2019-01-01,Placer,3157
broadcasting except internet,2019-02-01,Placer,3211
broadcasting except internet,2019-02-01,Placer,3211
broadcasting except internet,2019-02-01,Placer,10061
broadcasting except internet,2019-02-01,Placer,3211
broadcasting except internet,2019-03-01,Placer,3157
broadcasting except internet,2019-03-01,Placer,3157
broadcasting except internet,2019-03-01,Placer,9794
broadcasting except internet,2019-03-01,Placer,3157
broadcasting except internet,2019-04-01,Placer,3104
broadcasting except internet,2019-04-01,Placer,3104
broadcasting except internet,2019-04-01,Placer,9687
broadcasting except internet,2019-04-01,Placer,3104
broadcasting except internet,2019-05-01,Placer,3104
broadcasting except internet,2019-05-01,Placer,3104
broadcasting except internet,2019-05-01,Placer,9580
broadcasting except internet,2019-05-01,Placer,3104
broadcasting except internet,2019-06-01,Placer,3104
broadcasting except internet,2019-06-01,Placer,3104
broadcasting except internet,2019-06-01,Placer,9687
broadcasting except internet,2019-06-01,Placer,3104
broadcasting except internet,2019-07-01,Placer,3157
broadcasting except internet,2019-07-01,Placer,3157
broadcasting except internet,2019-07-01,Placer,9419
broadcasting except internet,2019-07-01,Placer,3157
broadcasting except internet,2019-08-01,Placer,3211
broadcasting except internet,2019-08-01,Placer,3211
broadcasting except internet,2019-08-01,Placer,9312
broadcasting except internet,2019-08-01,Placer,3211
broadcasting except internet,2019-09-01,Placer,3264
broadcasting except internet,2019-09-01,Placer,3264
broadcasting except internet,2019-09-01,Placer,9472
broadcasting except internet,2019-09-01,Placer,3264
broadcasting except internet,2019-10-01,Placer,3318
broadcasting except internet,2019-10-01,Placer,3318
broadcasting except internet,2019-10-01,Placer,9472
broadcasting except internet,2019-10-01,Placer,3318
broadcasting except internet,2019-11-01,Placer,3318
broadcasting except internet,2019-11-01,Placer,3318
broadcasting except internet,2019-11-01,Placer,9687
broadcasting except internet,2019-11-01,Placer,3318
broadcasting except internet,2019-12-01,Placer,3318
broadcasting except internet,2019-12-01,Placer,3318
broadcasting except internet,2019-12-01,Placer,9633
broadcasting except internet,2019-12-01,Placer,3318
broadcasting except internet,2019-01-01,Riverside,1069
broadcasting except internet,2019-01-01,Riverside,1069
broadcasting except internet,2019-01-01,Riverside,3354
broadcasting except internet,2019-01-01,Riverside,1069
broadcasting except internet,2019-02-01,Riverside,1087
broadcasting except internet,2019-02-01,Riverside,1087
broadcasting except internet,2019-02-01,Riverside,3409
broadcasting except internet,2019-02-01,Riverside,1087
broadcasting except internet,2019-03-01,Riverside,1069
broadcasting except internet,2019-03-01,Riverside,1069
broadcasting except internet,2019-03-01,Riverside,3318
broadcasting except internet,2019-03-01,Riverside,1069
broadcasting except internet,2019-04-01,Riverside,1051
broadcasting except internet,2019-04-01,Riverside,1051
broadcasting except internet,2019-04-01,Riverside,3282
broadcasting except internet,2019-04-01,Riverside,1051
broadcasting except internet,2019-05-01,Riverside,1051
broadcasting except internet,2019-05-01,Riverside,1051
broadcasting except internet,2019-05-01,Riverside,3245
broadcasting except internet,2019-05-01,Riverside,1051
broadcasting except internet,2019-06-01,Riverside,1051
broadcasting except internet,2019-06-01,Riverside,1051
broadcasting except internet,2019-06-01,Riverside,3282
broadcasting except internet,2019-06-01,Riverside,1051
broadcasting except internet,2019-07-01,Riverside,1069
broadcasting except internet,2019-07-01,Riverside,1069
broadcasting except internet,2019-07-01,Riverside,3191
broadcasting except internet,2019-07-01,Riverside,1069
broadcasting except internet,2019-08-01,Riverside,1087
broadcasting except internet,2019-08-01,Riverside,1087
broadcasting except internet,2019-08-01,Riverside,3155
broadcasting except internet,2019-08-01,Riverside,1087
broadcasting except internet,2019-09-01,Riverside,1106
broadcasting except internet,2019-09-01,Riverside,1106
broadcasting except internet,2019-09-01,Riverside,3209
broadcasting except internet,2019-09-01,Riverside,1106
broadcasting except internet,2019-10-01,Riverside,1124
broadcasting except internet,2019-10-01,Riverside,1124
broadcasting except internet,2019-10-01,Riverside,3209
broadcasting except internet,2019-10-01,Riverside,1124
broadcasting except internet,2019-11-01,Riverside,1124
broadcasting except internet,2019-11-01,Riverside,1124
broadcasting except internet,2019-11-01,Riverside,3282
broadcasting except internet,2019-11-01,Riverside,1124
broadcasting except internet,2019-12-01,Riverside,1124
broadcasting except internet,2019-12-01,Riverside,1124
broadcasting except internet,2019-12-01,Riverside,3263
broadcasting except internet,2019-12-01,Riverside,1124
broadcasting except internet,2019-01-01,Sacramento,2835
broadcasting except internet,2019-01-01,Sacramento,2835
broadcasting except internet,2019-01-01,Sacramento,8889
broadcasting except internet,2019-01-01,Sacramento,2835
broadcasting except internet,2019-02-01,Sacramento,2883
broadcasting except internet,2019-02-01,Sacramento,2883
broadcasting except internet,2019-02-01,Sacramento,9033
broadcasting except internet,2019-02-01,Sacramento,2883
broadcasting except internet,2019-03-01,Sacramento,2835
broadcasting except internet,2019-03-01,Sacramento,2835
broadcasting except internet,2019-03-01,Sacramento,8793
broadcasting except internet,2019-03-01,Sacramento,2835
broadcasting except internet,2019-04-01,Sacramento,2787
broadcasting except internet,2019-04-01,Sacramento,2787
broadcasting except internet,2019-04-01,Sacramento,8697
broadcasting except internet,2019-04-01,Sacramento,2787
broadcasting except internet,2019-05-01,Sacramento,2787
broadcasting except internet,2019-05-01,Sacramento,2787
broadcasting except internet,2019-05-01,Sacramento,8601
broadcasting except internet,2019-05-01,Sacramento,2787
broadcasting except internet,2019-06-01,Sacramento,2787
broadcasting except internet,2019-06-01,Sacramento,2787
broadcasting except internet,2019-06-01,Sacramento,8697
broadcasting except internet,2019-06-01,Sacramento,2787
broadcasting except internet,2019-07-01,Sacramento,2835
broadcasting except internet,2019-07-01,Sacramento,2835
broadcasting except internet,2019-07-01,Sacramento,8457
broadcasting except internet,2019-07-01,Sacramento,2835
broadcasting except internet,2019-08-01,Sacramento,2883
broadcasting except internet,2019-08-01,Sacramento,2883
broadcasting except internet,2019-08-01,Sacramento,8361
broadcasting except internet,2019-08-01,Sacramento,2883
broadcasting except internet,2019-09-01,Sacramento,2931
broadcasting except internet,2019-09-01,Sacramento,2931
broadcasting except internet,2019-09-01,Sacramento,8505
broadcasting except internet,2019-09-01,Sacramento,2931
broadcasting except internet,2019-10-01,Sacramento,2979
broadcasting except internet,2019-10-01,Sacramento,2979
broadcasting except internet,2019-10-01,Sacramento,8505
broadcasting except internet,2019-10-01,Sacramento,2979
broadcasting except internet,2019-11-01,Sacramento,2979
broadcasting except internet,2019-11-01,Sacramento,2979
broadcasting except internet,2019-11-01,Sacramento,8697
broadcasting except internet,2019-11-01,Sacramento,2979
broadcasting except internet,2019-12-01,Sacramento,2979
broadcasting except internet,2019-12-01,Sacramento,2979
broadcasting except internet,2019-12-01,Sacramento,8649
broadcasting except internet,2019-12-01,Sacramento,2979
broadcasting except internet,2019-01-01,San Bernardino,1048
broadcasting except internet,2019-01-01,San Bernardino,1048
broadcasting except internet,2019-01-01,San Bernardino,3288
broadcasting except internet,2019-01-01,San Bernardino,1048
broadcasting except internet,2019-02-01,San Bernardino,1066
broadcasting except internet,2019-02-01,San Bernardino,1066
broadcasting except internet,2019-02-01,San Bernardino,3341
broadcasting except internet,2019-02-01,San Bernardino,1066
broadcasting except internet,2019-03-01,San Bernardino,1048
broadcasting except internet,2019-03-01,San Bernardino,1048
broadcasting except internet,2019-03-01,San Bernardino,3252
broadcasting except internet,2019-03-01,San Bernardino,1048
broadcasting except internet,2019-04-01,San Bernardino,1030
broadcasting except internet,2019-04-01,San Bernardino,1030
broadcasting except internet,2019-04-01,San Bernardino,3216
broadcasting except internet,2019-04-01,San Bernardino,1030
broadcasting except internet,2019-05-01,San Bernardino,1030
broadcasting except internet,2019-05-01,San Bernardino,1030
broadcasting except internet,2019-05-01,San Bernardino,3181
broadcasting except internet,2019-05-01,San Bernardino,1030
broadcasting except internet,2019-06-01,San Bernardino,1030
broadcasting except internet,2019-06-01,San Bernardino,1030
broadcasting except internet,2019-06-01,San Bernardino,3216
broadcasting except internet,2019-06-01,San Bernardino,1030
broadcasting except internet,2019-07-01,San Bernardino,1048
broadcasting except internet,2019-07-01,San Bernardino,1048
broadcasting except internet,2019-07-01,San Bernardino,3128
broadcasting except internet,2019-07-01,San Bernardino,1048
broadcasting except internet,2019-08-01,San Bernardino,1066
broadcasting except internet,2019-08-01,San Bernardino,1066
broadcasting except internet,2019-08-01,San Bernardino,3092
broadcasting except internet,2019-08-01,San Bernardino,1066
broadcasting except internet,2019-09-01,San Bernardino,1084
broadcasting except internet,2019-09-01,San Bernardino,1084
broadcasting except internet,2019-09-01,San Bernardino,3145
broadcasting except internet,2019-09-01,San Bernardino,1084
broadcasting except internet,2019-10-01,San Bernardino,1101
broadcasting except internet,2019-10-01,San Bernardino,1101
broadcasting except internet,2019-10-01,San Bernardino,3145
broadcasting except internet,2019-10-01,San Bernardino,1101
broadcasting except internet,2019-11-01,San Bernardino,1101
broadcasting except internet,2019-11-01,San Bernardino,1101
broadcasting except internet,2019-11-01,San Bernardino,3216
broadcasting except internet,2019-11-01,San Bernardino,1101
broadcasting except internet,2019-12-01,San Bernardino,1101
broadcasting except internet,2019-12-01,San Bernardino,1101
broadcasting except internet,2019-12-01,San Bernardino,3199
broadcasting except internet,2019-12-01,San Bernardino,1101
broadcasting except internet,2019-01-01,San Diego,1120
broadcasting except internet,2019-01-01,San Diego,1120
broadcasting except internet,2019-01-01,San Diego,3512
broadcasting except internet,2019-01-01,San Diego,1120
broadcasting except internet,2019-02-01,San Diego,1139
broadcasting except internet,2019-02-01,San Diego,1139
broadcasting except internet,2019-02-01,San Diego,3569
broadcasting except internet,2019-02-01,San Diego,1139
broadcasting except internet,2019-03-01,San Diego,1120
broadcasting except internet,2019-03-01,San Diego,1120
broadcasting except internet,2019-03-01,San Diego,3474
broadcasting except internet,2019-03-01,San Diego,1120
broadcasting except internet,2019-04-01,San Diego,1101
broadcasting except internet,2019-04-01,San Diego,1101
broadcasting except internet,2019-04-01,San Diego,3436
broadcasting except internet,2019-04-01,San Diego,1101
broadcasting except internet,2019-05-01,San Diego,1101
broadcasting except internet,2019-05-01,San Diego,1101
broadcasting except internet,2019-05-01,San Diego,3398
broadcasting except internet,2019-05-01,San Diego,1101
broadcasting except internet,2019-06-01,San Diego,1101
broadcasting except internet,2019-06-01,San Diego,1101
broadcasting except internet,2019-06-01,San Diego,3436
broadcasting except internet,2019-06-01,San Diego,1101
broadcasting except internet,2019-07-01,San Diego,1120
broadcasting except internet,2019-07-01,San Diego,1120
broadcasting except internet,2019-07-01,San Diego,3341
broadcasting except internet,2019-07-01,San Diego,1120
broadcasting except internet,2019-08-01,San Diego,1139
broadcasting except internet,2019-08-01,San Diego,1139
broadcasting except internet,2019-08-01,San Diego,3303
broadcasting except internet,2019-08-01,San Diego,1139
broadcasting except internet,2019-09-01,San Diego,1158
broadcasting except internet,2019-09-01,San Diego,1158
broadcasting except internet,2019-09-01,San Diego,3360
broadcasting except internet,2019-09-01,San Diego,1158
broadcasting except internet,2019-10-01,San Diego,1177
broadcasting except internet,2019-10-01,San Diego,1177
broadcasting except internet,2019-10-01,San Diego,3360
broadcasting except internet,2019-10-01,San Diego,1177
broadcasting except internet,2019-11-01,San Diego,1177
broadcasting except internet,2019-11-01,San Diego,1177
broadcasting except internet,2019-11-01,San Diego,3436
broadcasting except internet,2019-11-01,San Diego,1177
broadcasting except internet,2019-12-01,San Diego,1177
broadcasting except internet,2019-12-01,San Diego,1177
broadcasting except internet,2019-12-01,San Diego,3417
broadcasting except internet,2019-12-01,San Diego,1177
broadcasting except internet,2019-01-01,San Francisco,1890
broadcasting except internet,2019-01-01,San Francisco,1890
broadcasting except internet,2019-01-01,San Francisco,5929
broadcasting except internet,2019-01-01,San Francisco,1890
broadcasting except internet,2019-02-01,San Francisco,1923
broadcasting except internet,2019-02-01,San Francisco,1923
broadcasting except internet,2019-02-01,San Francisco,6025
broadcasting except internet,2019-02-01,San Francisco,1923
broadcasting except internet,2019-03-01,San Francisco,1890
broadcasting except internet,2019-03-01,San Francisco,1890
broadcasting except internet,2019-03-01,San Francisco,5865
broadcasting except internet,2019-03-01,San Francisco,1890
broadcasting except internet,2019-04-01,San Francisco,1858
broadcasting except internet,2019-04-01,San Francisco,1858
broadcasting except internet,2019-04-01,San Francisco,5801
broadcasting except internet,2019-04-01,San Francisco,1858
broadcasting except internet,2019-05-01,San Francisco,1858
broadcasting except internet,2019-05-01,San Francisco,1858
broadcasting except internet,2019-05-01,San Francisco,5737
broadcasting except internet,2019-05-01,San Francisco,1858
broadcasting except internet,2019-06-01,San Francisco,1858
broadcasting except internet,2019-06-01,San Francisco,1858
broadcasting except internet,2019-06-01,San Francisco,5801
broadcasting except internet,2019-06-01,San Francisco,1858
broadcasting except internet,2019-07-01,San Francisco,1890
broadcasting except internet,2019-07-01,San Francisco,1890
broadcasting except internet,2019-07-01,San Francisco,5640
broadcasting except internet,2019-07-01,San Francisco,1890
broadcasting except internet,2019-08-01,San Francisco,1923
broadcasting except internet,2019-08-01,San Francisco,1923
broadcasting except internet,2019-08-01,San Francisco,5576
broadcasting except internet,2019-08-01,San Francisco,1923
broadcasting except internet,2019-09-01,San Francisco,1955
broadcasting except internet,2019-09-01,San Francisco,1955
broadcasting except internet,2019-09-01,San Francisco,5672
broadcasting except internet,2019-09-01,San Francisco,1955
broadcasting except internet,2019-10-01,San Francisco,1987
broadcasting except internet,2019-10-01,San Francisco,1987
broadcasting except internet,2019-10-01,San Francisco,5672
broadcasting except internet,2019-10-01,San Francisco,1987
broadcasting except internet,2019-11-01,San Francisco,1987
broadcasting except internet,2019-11-01,San Francisco,1987
broadcasting except internet,2019-11-01,San Francisco,5801
broadcasting except internet,2019-11-01,San Francisco,1987
broadcasting except internet,2019-12-01,San Francisco,1987
broadcasting except internet,2019-12-01,San Francisco,1987
broadcasting except internet,2019-12-01,San Francisco,5769
broadcasting except internet,2019-12-01,San Francisco,1987
broadcasting except internet,2019-01-01,San Joaquin,1593
broadcasting except internet,2019-01-01,San Joaquin,1593
broadcasting except internet,2019-01-01,San Joaquin,4997
broadcasting except internet,2019-01-01,San Joaquin,1593
broadcasting except internet,2019-02-01,San Joaquin,1620
broadcasting except internet,2019-02-01,San Joaquin,1620
broadcasting except internet,2019-02-01,San Joaquin,5078
broadcasting except internet,2019-02-01,San Joaquin,1620
broadcasting except internet,2019-03-01,San Joaquin,1593
broadcasting except internet,2019-03-01,San Joaquin,1593
broadcasting except internet,2019-03-01,San Joaquin,4943
broadcasting except internet,2019-03-01,San Joaquin,1593
broadcasting except internet,2019-04-01,San Joaquin,1566
broadcasting except internet,2019-04-01,San Joaquin,1566
broadcasting except internet,2019-04-01,San Joaquin,4889
broadcasting except internet,2019-04-01,San Joaquin,1566
broadcasting except internet,2019-05-01,San Joaquin,1566
broadcasting except internet,2019-05-01,San Joaquin,1566
broadcasting except internet,2019-05-01,San Joaquin,4835
broadcasting except internet,2019-05-01,San Joaquin,1566
broadcasting except internet,2019-06-01,San Joaquin,1566
broadcasting except internet,2019-06-01,San Joaquin,1566
broadcasting except internet,2019-06-01,San Joaquin,4889
broadcasting except internet,2019-06-01,San Joaquin,1566
broadcasting except internet,2019-07-01,San Joaquin,1593
broadcasting except internet,2019-07-01,San Joaquin,1593
broadcasting except internet,2019-07-01,San Joaquin,4754
broadcasting except internet,2019-07-01,San Joaquin,1593
broadcasting except internet,2019-08-01,San Joaquin,1620
broadcasting except internet,2019-08-01,San Joaquin,1620
broadcasting except internet,2019-08-01,San Joaquin,4700
broadcasting except internet,2019-08-01,San Joaquin,1620
broadcasting except internet,2019-09-01,San Joaquin,1647
broadcasting except internet,2019-09-01,San Joaquin,1647
broadcasting except internet,2019-09-01,San Joaquin,4781
broadcasting except internet,2019-09-01,San Joaquin,1647
broadcasting except internet,2019-10-01,San Joaquin,1674
broadcasting except internet,2019-10-01,San Joaquin,1674
broadcasting except internet,2019-10-01,San Joaquin,4781
broadcasting except internet,2019-10-01,San Joaquin,1674
broadcasting except internet,2019-11-01,San Joaquin,1674
broadcasting except internet,2019-11-01,San Joaquin,1674
broadcasting except internet,2019-11-01,San Joaquin,4889
broadcasting except internet,2019-11-01,San Joaquin,1674
broadcasting except internet,2019-12-01,San Joaquin,1674
broadcasting except internet,2019-12-01,San Joaquin,1674
broadcasting except internet,2019-12-01,San Joaquin,4862
broadcasting except internet,2019-12-01,San Joaquin,1674
broadcasting except internet,2019-01-01,San Luis Obispo,2760
broadcasting except internet,2019-01-01,San Luis Obispo,2760
broadcasting except internet,2019-01-01,San Luis Obispo,8657
broadcasting except internet,2019-01-01,San Luis Obispo,2760
broadcasting except internet,2019-02-01,San Luis Obispo,2807
broadcasting except internet,2019-02-01,San Luis Obispo,2807
broadcasting except internet,2019-02-01,San Luis Obispo,8797
broadcasting except internet,2019-02-01,San Luis Obispo,2807
broadcasting except internet,2019-03-01,San Luis Obispo,2760
broadcasting except internet,2019-03-01,San Luis Obispo,2760
broadcasting except internet,2019-03-01,San Luis Obispo,8563
broadcasting except internet,2019-03-01,San Luis Obispo,2760
broadcasting except internet,2019-04-01,San Luis Obispo,2714
broadcasting except internet,2019-04-01,San Luis Obispo,2714
broadcasting except internet,2019-04-01,San Luis Obispo,8469
broadcasting except internet,2019-04-01,San Luis Obispo,2714
broadcasting except internet,2019-05-01,San Luis Obispo,2714
