Industry,Date,County,High Wage Count,Cost of Living,Employment Count,Output Race
pharmacies and drug stores,2019-10-01,Los Angeles,244,80216,10828.300225510544,Latino
pharmacies and drug stores,2019-11-01,Los Angeles,252,80216,11184.920891620171,Latino
pharmacies and drug stores,2019-11-01,Los Angeles,252,80216,11184.920891620171,Latino
pharmacies and drug stores,2019-12-01,Los Angeles,254,80216,11282.181073286434,Latino
pharmacies and drug stores,2019-12-01,Los Angeles,254,80216,11282.181073286434,Latino
printing and related support activities,2019-01-01,Los Angeles,227,80216,6374.301575931232,Latino
printing and related support activities,2019-01-01,Los Angeles,227,80216,6374.301575931232,Latino
printing and related support activities,2019-02-01,Los Angeles,228,80216,6424.891270978305,Latino
printing and related support activities,2019-02-01,Los Angeles,228,80216,6424.891270978305,Latino
printing and related support activities,2019-03-01,Los Angeles,228,80216,6424.891270978305,Latino
printing and related support activities,2019-03-01,Los Angeles,228,80216,6424.891270978305,Latino
printing and related support activities,2019-04-01,Los Angeles,225,80216,6323.711880884159,Latino
printing and related support activities,2019-04-01,Los Angeles,225,80216,6323.711880884159,Latino
printing and related support activities,2019-05-01,Los Angeles,225,80216,6323.711880884159,Latino
printing and related support activities,2019-05-01,Los Angeles,225,80216,6323.711880884159,Latino
printing and related support activities,2019-06-01,Los Angeles,223,80216,6273.122185837085,Latino
printing and related support activities,2019-06-01,Los Angeles,223,80216,6273.122185837085,Latino
printing and related support activities,2019-07-01,Los Angeles,221,80216,6222.532490790012,Latino
printing and related support activities,2019-07-01,Los Angeles,221,80216,6222.532490790012,Latino
printing and related support activities,2019-08-01,Los Angeles,221,80216,6222.532490790012,Latino
printing and related support activities,2019-08-01,Los Angeles,221,80216,6222.532490790012,Latino
printing and related support activities,2019-09-01,Los Angeles,219,80216,6171.942795742939,Latino
printing and related support activities,2019-09-01,Los Angeles,219,80216,6171.942795742939,Latino
printing and related support activities,2019-10-01,Los Angeles,218,80216,6121.353100695866,Latino
printing and related support activities,2019-10-01,Los Angeles,218,80216,6121.353100695866,Latino
printing and related support activities,2019-11-01,Los Angeles,218,80216,6121.353100695866,Latino
printing and related support activities,2019-11-01,Los Angeles,218,80216,6121.353100695866,Latino
printing and related support activities,2019-12-01,Los Angeles,216,80216,6070.763405648792,Latino
printing and related support activities,2019-12-01,Los Angeles,216,80216,6070.763405648792,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-01-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-01-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-01-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-01-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-01-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-01-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-02-01,Los Angeles,257,80216,3518.2366851374723,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-02-01,Los Angeles,257,80216,3518.2366851374723,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-02-01,Los Angeles,257,80216,3518.2366851374723,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-02-01,Los Angeles,257,80216,3518.2366851374723,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-02-01,Los Angeles,257,80216,3518.2366851374723,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-02-01,Los Angeles,257,80216,3518.2366851374723,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-03-01,Los Angeles,257,80216,3518.2366851374723,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-03-01,Los Angeles,257,80216,3518.2366851374723,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-03-01,Los Angeles,257,80216,3518.2366851374723,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-03-01,Los Angeles,257,80216,3518.2366851374723,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-03-01,Los Angeles,257,80216,3518.2366851374723,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-03-01,Los Angeles,257,80216,3518.2366851374723,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-04-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-04-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-04-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-04-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-04-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-04-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-05-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-05-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-05-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-05-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-05-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-05-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-06-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-06-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-06-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-06-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-06-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-06-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-07-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-07-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-07-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-07-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-07-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-07-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-08-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-08-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-08-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-08-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-08-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-08-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-09-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-09-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-09-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-09-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-09-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-09-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-10-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-10-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-10-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-10-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-10-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-10-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-11-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-11-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-11-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-11-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-11-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-11-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-12-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-12-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-12-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-12-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-12-01,Los Angeles,255,80216,3495.969364345463,Latino
professional and commercial equipment and supplies merchant wholesalers,2019-12-01,Los Angeles,255,80216,3495.969364345463,Latino
promoters of performing arts sports and similar events agents and managers for artists athletes entertainers and other public figures,2019-01-01,Los Angeles,271,80216,850.6511683240376,Latino
promoters of performing arts sports and similar events agents and managers for artists athletes entertainers and other public figures,2019-01-01,Los Angeles,271,80216,850.6511683240376,Latino
promoters of performing arts sports and similar events agents and managers for artists athletes entertainers and other public figures,2019-02-01,Los Angeles,276,80216,866.1175532026565,Latino
promoters of performing arts sports and similar events agents and managers for artists athletes entertainers and other public figures,2019-02-01,Los Angeles,276,80216,866.1175532026565,Latino
promoters of performing arts sports and similar events agents and managers for artists athletes entertainers and other public figures,2019-03-01,Los Angeles,276,80216,866.1175532026565,Latino
promoters of performing arts sports and similar events agents and managers for artists athletes entertainers and other public figures,2019-03-01,Los Angeles,276,80216,866.1175532026565,Latino
promoters of performing arts sports and similar events agents and managers for artists athletes entertainers and other public figures,2019-04-01,Los Angeles,281,80216,881.5839380812754,Latino
promoters of performing arts sports and similar events agents and managers for artists athletes entertainers and other public figures,2019-04-01,Los Angeles,281,80216,881.5839380812754,Latino
promoters of performing arts sports and similar events agents and managers for artists athletes entertainers and other public figures,2019-05-01,Los Angeles,286,80216,897.0503229598943,Latino
promoters of performing arts sports and similar events agents and managers for artists athletes entertainers and other public figures,2019-05-01,Los Angeles,286,80216,897.0503229598943,Latino
promoters of performing arts sports and similar events agents and managers for artists athletes entertainers and other public figures,2019-06-01,Los Angeles,290,80216,912.5167078385131,Latino
promoters of performing arts sports and similar events agents and managers for artists athletes entertainers and other public figures,2019-06-01,Los Angeles,290,80216,912.5167078385131,Latino
promoters of performing arts sports and similar events agents and managers for artists athletes entertainers and other public figures,2019-07-01,Los Angeles,290,80216,912.5167078385131,Latino
promoters of performing arts sports and similar events agents and managers for artists athletes entertainers and other public figures,2019-07-01,Los Angeles,290,80216,912.5167078385131,Latino
promoters of performing arts sports and similar events agents and managers for artists athletes entertainers and other public figures,2019-08-01,Los Angeles,290,80216,912.5167078385131,Latino
promoters of performing arts sports and similar events agents and managers for artists athletes entertainers and other public figures,2019-08-01,Los Angeles,290,80216,912.5167078385131,Latino
promoters of performing arts sports and similar events agents and managers for artists athletes entertainers and other public figures,2019-09-01,Los Angeles,281,80216,881.5839380812754,Latino
promoters of performing arts sports and similar events agents and managers for artists athletes entertainers and other public figures,2019-09-01,Los Angeles,281,80216,881.5839380812754,Latino
promoters of performing arts sports and similar events agents and managers for artists athletes entertainers and other public figures,2019-10-01,Los Angeles,286,80216,897.0503229598943,Latino
promoters of performing arts sports and similar events agents and managers for artists athletes entertainers and other public figures,2019-10-01,Los Angeles,286,80216,897.0503229598943,Latino
promoters of performing arts sports and similar events agents and managers for artists athletes entertainers and other public figures,2019-11-01,Los Angeles,286,80216,897.0503229598943,Latino
promoters of performing arts sports and similar events agents and managers for artists athletes entertainers and other public figures,2019-11-01,Los Angeles,286,80216,897.0503229598943,Latino
promoters of performing arts sports and similar events agents and managers for artists athletes entertainers and other public figures,2019-12-01,Los Angeles,281,80216,881.5839380812754,Latino
promoters of performing arts sports and similar events agents and managers for artists athletes entertainers and other public figures,2019-12-01,Los Angeles,281,80216,881.5839380812754,Latino
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-01-01,Los Angeles,181,80216,4499.123789979613,Latino
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-01-01,Los Angeles,181,80216,4499.123789979613,Latino
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-02-01,Los Angeles,182,80216,4530.807760331582,Latino
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-02-01,Los Angeles,182,80216,4530.807760331582,Latino
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-03-01,Los Angeles,182,80216,4530.807760331582,Latino
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-03-01,Los Angeles,182,80216,4530.807760331582,Latino
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-04-01,Los Angeles,185,80216,4594.175701035521,Latino
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-04-01,Los Angeles,185,80216,4594.175701035521,Latino
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-05-01,Los Angeles,185,80216,4594.175701035521,Latino
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-05-01,Los Angeles,185,80216,4594.175701035521,Latino
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-06-01,Los Angeles,185,80216,4594.175701035521,Latino
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-06-01,Los Angeles,185,80216,4594.175701035521,Latino
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-07-01,Los Angeles,186,80216,4625.85967138749,Latino
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-07-01,Los Angeles,186,80216,4625.85967138749,Latino
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-08-01,Los Angeles,185,80216,4594.175701035521,Latino
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-08-01,Los Angeles,185,80216,4594.175701035521,Latino
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-09-01,Los Angeles,182,80216,4530.807760331582,Latino
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-09-01,Los Angeles,182,80216,4530.807760331582,Latino
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-10-01,Los Angeles,194,80216,4815.963493499305,Latino
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-10-01,Los Angeles,194,80216,4815.963493499305,Latino
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-11-01,Los Angeles,194,80216,4815.963493499305,Latino
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-11-01,Los Angeles,194,80216,4815.963493499305,Latino
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-12-01,Los Angeles,200,80216,4974.38334525915,Latino
real estate property managers offices of real estate appraisers and other activities related to real estate,2019-12-01,Los Angeles,200,80216,4974.38334525915,Latino
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-01-01,Los Angeles,0,80216,11329.324758842444,Latino
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-01-01,Los Angeles,0,80216,11329.324758842444,Latino
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-02-01,Los Angeles,0,80216,11375.285508371217,Latino
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-02-01,Los Angeles,0,80216,11375.285508371217,Latino
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-03-01,Los Angeles,0,80216,11375.285508371217,Latino
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-03-01,Los Angeles,0,80216,11375.285508371217,Latino
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-04-01,Los Angeles,0,80216,11467.207007428762,Latino
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-04-01,Los Angeles,0,80216,11467.207007428762,Latino
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-05-01,Los Angeles,0,80216,11536.14813172192,Latino
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-05-01,Los Angeles,0,80216,11536.14813172192,Latino
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-06-01,Los Angeles,0,80216,11697.010755072624,Latino
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-06-01,Los Angeles,0,80216,11697.010755072624,Latino
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-07-01,Los Angeles,0,80216,11880.853753187715,Latino
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-07-01,Los Angeles,0,80216,11880.853753187715,Latino
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-08-01,Los Angeles,0,80216,11926.814502716488,Latino
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-08-01,Los Angeles,0,80216,11926.814502716488,Latino
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-09-01,Los Angeles,0,80216,11857.873378423328,Latino
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-09-01,Los Angeles,0,80216,11857.873378423328,Latino
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-10-01,Los Angeles,0,80216,11995.755627009647,Latino
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-10-01,Los Angeles,0,80216,11995.755627009647,Latino
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-11-01,Los Angeles,0,80216,11880.853753187715,Latino
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-11-01,Los Angeles,0,80216,11880.853753187715,Latino
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-12-01,Los Angeles,0,80216,11903.834127952101,Latino
recreational vehicle parks and camps and rooming and boarding houses dormitories and workers camps,2019-12-01,Los Angeles,0,80216,11903.834127952101,Latino
resin synthetic rubber and fibers and filaments,2019-01-01,Los Angeles,0,80216,9031.081301077718,Latino
resin synthetic rubber and fibers and filaments,2019-01-01,Los Angeles,0,80216,9031.081301077718,Latino
resin synthetic rubber and fibers and filaments,2019-02-01,Los Angeles,0,80216,9031.081301077718,Latino
resin synthetic rubber and fibers and filaments,2019-02-01,Los Angeles,0,80216,9031.081301077718,Latino
resin synthetic rubber and fibers and filaments,2019-03-01,Los Angeles,0,80216,9031.081301077718,Latino
resin synthetic rubber and fibers and filaments,2019-03-01,Los Angeles,0,80216,9031.081301077718,Latino
resin synthetic rubber and fibers and filaments,2019-04-01,Los Angeles,0,80216,8894.246735909874,Latino
resin synthetic rubber and fibers and filaments,2019-04-01,Los Angeles,0,80216,8894.246735909874,Latino
resin synthetic rubber and fibers and filaments,2019-05-01,Los Angeles,0,80216,8894.246735909874,Latino
resin synthetic rubber and fibers and filaments,2019-05-01,Los Angeles,0,80216,8894.246735909874,Latino
resin synthetic rubber and fibers and filaments,2019-06-01,Los Angeles,0,80216,9031.081301077718,Latino
resin synthetic rubber and fibers and filaments,2019-06-01,Los Angeles,0,80216,9031.081301077718,Latino
resin synthetic rubber and fibers and filaments,2019-07-01,Los Angeles,0,80216,8962.664018493797,Latino
resin synthetic rubber and fibers and filaments,2019-07-01,Los Angeles,0,80216,8962.664018493797,Latino
resin synthetic rubber and fibers and filaments,2019-08-01,Los Angeles,0,80216,8894.246735909874,Latino
resin synthetic rubber and fibers and filaments,2019-08-01,Los Angeles,0,80216,8894.246735909874,Latino
resin synthetic rubber and fibers and filaments,2019-09-01,Los Angeles,0,80216,8894.246735909874,Latino
resin synthetic rubber and fibers and filaments,2019-09-01,Los Angeles,0,80216,8894.246735909874,Latino
resin synthetic rubber and fibers and filaments,2019-10-01,Los Angeles,0,80216,8552.160322990265,Latino
resin synthetic rubber and fibers and filaments,2019-10-01,Los Angeles,0,80216,8552.160322990265,Latino
resin synthetic rubber and fibers and filaments,2019-11-01,Los Angeles,0,80216,8552.160322990265,Latino
resin synthetic rubber and fibers and filaments,2019-11-01,Los Angeles,0,80216,8552.160322990265,Latino
resin synthetic rubber and fibers and filaments,2019-12-01,Los Angeles,0,80216,8483.743040406342,Latino
resin synthetic rubber and fibers and filaments,2019-12-01,Los Angeles,0,80216,8483.743040406342,Latino
restaurants and other food services,2019-01-01,Los Angeles,1136,80216,94237.62260160815,Latino
restaurants and other food services,2019-01-01,Los Angeles,1136,80216,94237.62260160815,Latino
restaurants and other food services,2019-01-01,Los Angeles,1136,80216,94237.62260160815,Latino
restaurants and other food services,2019-01-01,Los Angeles,1136,80216,94237.62260160815,Latino
restaurants and other food services,2019-01-01,Los Angeles,1136,80216,94237.62260160815,Latino
restaurants and other food services,2019-01-01,Los Angeles,1136,80216,94237.62260160815,Latino
restaurants and other food services,2019-01-01,Los Angeles,1136,80216,94237.62260160815,Latino
restaurants and other food services,2019-01-01,Los Angeles,1136,80216,94237.62260160815,Latino
restaurants and other food services,2019-01-01,Los Angeles,1124,80216,93242.3392055934,Latino
restaurants and other food services,2019-01-01,Los Angeles,1124,80216,93242.3392055934,Latino
restaurants and other food services,2019-01-01,Los Angeles,128,80216,10633.817336368234,Latino
restaurants and other food services,2019-01-01,Los Angeles,128,80216,10633.817336368234,Latino
restaurants and other food services,2019-02-01,Los Angeles,1148,80216,95180.52266099055,Latino
restaurants and other food services,2019-02-01,Los Angeles,1148,80216,95180.52266099055,Latino
restaurants and other food services,2019-02-01,Los Angeles,1148,80216,95180.52266099055,Latino
restaurants and other food services,2019-02-01,Los Angeles,1148,80216,95180.52266099055,Latino
restaurants and other food services,2019-02-01,Los Angeles,1148,80216,95180.52266099055,Latino
restaurants and other food services,2019-02-01,Los Angeles,1148,80216,95180.52266099055,Latino
restaurants and other food services,2019-02-01,Los Angeles,1148,80216,95180.52266099055,Latino
restaurants and other food services,2019-02-01,Los Angeles,1148,80216,95180.52266099055,Latino
restaurants and other food services,2019-02-01,Los Angeles,1131,80216,93766.17257191695,Latino
restaurants and other food services,2019-02-01,Los Angeles,1131,80216,93766.17257191695,Latino
restaurants and other food services,2019-02-01,Los Angeles,135,80216,11262.417375956506,Latino
restaurants and other food services,2019-02-01,Los Angeles,135,80216,11262.417375956506,Latino
restaurants and other food services,2019-03-01,Los Angeles,1157,80216,95966.2727104759,Latino
restaurants and other food services,2019-03-01,Los Angeles,1157,80216,95966.2727104759,Latino
restaurants and other food services,2019-03-01,Los Angeles,1157,80216,95966.2727104759,Latino
restaurants and other food services,2019-03-01,Los Angeles,1157,80216,95966.2727104759,Latino
restaurants and other food services,2019-03-01,Los Angeles,1157,80216,95966.2727104759,Latino
restaurants and other food services,2019-03-01,Los Angeles,1157,80216,95966.2727104759,Latino
restaurants and other food services,2019-03-01,Los Angeles,1157,80216,95966.2727104759,Latino
restaurants and other food services,2019-03-01,Los Angeles,1157,80216,95966.2727104759,Latino
restaurants and other food services,2019-03-01,Los Angeles,1139,80216,94447.15594813757,Latino
restaurants and other food services,2019-03-01,Los Angeles,1139,80216,94447.15594813757,Latino
restaurants and other food services,2019-03-01,Los Angeles,138,80216,11471.950722485928,Latino
restaurants and other food services,2019-03-01,Los Angeles,138,80216,11471.950722485928,Latino
restaurants and other food services,2019-04-01,Los Angeles,1169,80216,96909.1727698583,Latino
restaurants and other food services,2019-04-01,Los Angeles,1169,80216,96909.1727698583,Latino
restaurants and other food services,2019-04-01,Los Angeles,1169,80216,96909.1727698583,Latino
restaurants and other food services,2019-04-01,Los Angeles,1169,80216,96909.1727698583,Latino
restaurants and other food services,2019-04-01,Los Angeles,1169,80216,96909.1727698583,Latino
restaurants and other food services,2019-04-01,Los Angeles,1169,80216,96909.1727698583,Latino
restaurants and other food services,2019-04-01,Los Angeles,1169,80216,96909.1727698583,Latino
restaurants and other food services,2019-04-01,Los Angeles,1169,80216,96909.1727698583,Latino
restaurants and other food services,2019-04-01,Los Angeles,1144,80216,94918.60597782877,Latino
restaurants and other food services,2019-04-01,Los Angeles,1144,80216,94918.60597782877,Latino
restaurants and other food services,2019-04-01,Los Angeles,141,80216,11733.867405647707,Latino
restaurants and other food services,2019-04-01,Los Angeles,141,80216,11733.867405647707,Latino
restaurants and other food services,2019-05-01,Los Angeles,1181,80216,97956.83950250542,Latino
restaurants and other food services,2019-05-01,Los Angeles,1181,80216,97956.83950250542,Latino
restaurants and other food services,2019-05-01,Los Angeles,1181,80216,97956.83950250542,Latino
restaurants and other food services,2019-05-01,Los Angeles,1181,80216,97956.83950250542,Latino
restaurants and other food services,2019-05-01,Los Angeles,1181,80216,97956.83950250542,Latino
restaurants and other food services,2019-05-01,Los Angeles,1181,80216,97956.83950250542,Latino
restaurants and other food services,2019-05-01,Los Angeles,1181,80216,97956.83950250542,Latino
restaurants and other food services,2019-05-01,Los Angeles,1181,80216,97956.83950250542,Latino
restaurants and other food services,2019-05-01,Los Angeles,1151,80216,95494.8226807847,Latino
restaurants and other food services,2019-05-01,Los Angeles,1151,80216,95494.8226807847,Latino
restaurants and other food services,2019-05-01,Los Angeles,142,80216,11786.250742280063,Latino
restaurants and other food services,2019-05-01,Los Angeles,142,80216,11786.250742280063,Latino
restaurants and other food services,2019-06-01,Los Angeles,1182,80216,98009.22283913777,Latino
restaurants and other food services,2019-06-01,Los Angeles,1182,80216,98009.22283913777,Latino
restaurants and other food services,2019-06-01,Los Angeles,1182,80216,98009.22283913777,Latino
restaurants and other food services,2019-06-01,Los Angeles,1182,80216,98009.22283913777,Latino
restaurants and other food services,2019-06-01,Los Angeles,1182,80216,98009.22283913777,Latino
restaurants and other food services,2019-06-01,Los Angeles,1182,80216,98009.22283913777,Latino
restaurants and other food services,2019-06-01,Los Angeles,1182,80216,98009.22283913777,Latino
restaurants and other food services,2019-06-01,Los Angeles,1182,80216,98009.22283913777,Latino
restaurants and other food services,2019-06-01,Los Angeles,1155,80216,95756.73936394647,Latino
restaurants and other food services,2019-06-01,Los Angeles,1155,80216,95756.73936394647,Latino
restaurants and other food services,2019-06-01,Los Angeles,141,80216,11733.867405647707,Latino
restaurants and other food services,2019-06-01,Los Angeles,141,80216,11733.867405647707,Latino
restaurants and other food services,2019-07-01,Los Angeles,1183,80216,98113.98951240248,Latino
restaurants and other food services,2019-07-01,Los Angeles,1183,80216,98113.98951240248,Latino
restaurants and other food services,2019-07-01,Los Angeles,1183,80216,98113.98951240248,Latino
restaurants and other food services,2019-07-01,Los Angeles,1183,80216,98113.98951240248,Latino
restaurants and other food services,2019-07-01,Los Angeles,1183,80216,98113.98951240248,Latino
restaurants and other food services,2019-07-01,Los Angeles,1183,80216,98113.98951240248,Latino
restaurants and other food services,2019-07-01,Los Angeles,1183,80216,98113.98951240248,Latino
restaurants and other food services,2019-07-01,Los Angeles,1183,80216,98113.98951240248,Latino
restaurants and other food services,2019-07-01,Los Angeles,1148,80216,95180.52266099055,Latino
restaurants and other food services,2019-07-01,Los Angeles,1148,80216,95180.52266099055,Latino
