CDI Regions,Industry Title,region_wt_mean_wage,unweighted_ind_counts,wt_reg_ind_counts,wt_reg_high_wage_count,wt_reg_high_wage_perc
Bay Area,"Bakeries and tortilla manufacturing, except retail bakeries",71590.05634278634,309,7256.0,953.0,13.133958103638369
Bay Area,Fruit and vegetable preserving and specialty foods,71590.05634278634,354,3771.0,489.0,12.967382657120128
Bay Area,Offices of optometrists,71590.05634278634,238,4934.0,636.0,12.890149979732469
Bay Area,U.S. Army,71590.05634278634,142,566.0,70.0,12.36749116607774
Bay Area,Warehousing and storage,71590.05634278634,1504,13798.0,1628.0,11.79881142194521
Bay Area,Metalworking machinery,71590.05634278634,88,1157.0,136.0,11.754537597234227
Bay Area,"Funeral homes, cemeteries and crematories",71590.05634278634,161,1876.0,217.0,11.567164179104477
Bay Area,Other personal services,71590.05634278634,901,19091.0,2165.0,11.34042218846577
Bay Area,"Drinking places, alcohol beverages",71590.05634278634,258,6358.0,721.0,11.340044039005976
Bay Area,Building material and supplies dealers,71590.05634278634,1105,20715.0,2329.0,11.243060584117789
Bay Area,"Other schools and instruction, and educational support services ",71590.05634278634,1883,42914.0,4785.0,11.15020739152724
Bay Area,Individual and family services,71590.05634278634,3711,74962.0,8220.0,10.9655558816467
Bay Area,Hardware stores,71590.05634278634,262,6286.0,677.0,10.769965001590837
Bay Area,"General merchandise stores, including warehouse clubs and supercenters ",71590.05634278634,2331,38524.0,4113.0,10.676461426643131
Bay Area,Sugar and confectionery products,71590.05634278634,81,2939.0,302.0,10.275603946920722
Bay Area,Department stores,71590.05634278634,796,16590.0,1692.0,10.198915009041592
Bay Area,Natural gas distribution,71590.05634278634,152,1218.0,124.0,10.180623973727423
Bay Area,"Other amusement, gambling, and recreation industries",71590.05634278634,3784,74579.0,7508.0,10.067177087383849
Bay Area,"Sporting goods, and hobby and toy stores",71590.05634278634,637,12490.0,1255.0,10.048038430744596
Bay Area,Commercial and industrial machinery and equipment repair and maintenance,71590.05634278634,297,4245.0,422.0,9.941107184923439
Bay Area,"Independent Artists, Writers, And Performers",71590.05634278634,979,15317.0,1490.0,9.727753476529347
Bay Area,Motor vehicle and motor vehicle parts and supplies merchant wholesalers       ,71590.05634278634,339,3357.0,322.0,9.591897527554364
Bay Area,Religious organizations,71590.05634278634,1511,20218.0,1932.0,9.55584132950836
Bay Area,Office supplies and stationary stores,71590.05634278634,171,3034.0,288.0,9.492419248516809
Bay Area,"Residential care facilities, except skilled nursing",71590.05634278634,1079,24735.0,2323.0,9.391550434606833
Bay Area,Traveler accommodation,71590.05634278634,1968,51724.0,4815.0,9.309024824066197
Bay Area,Gasoline stations,71590.05634278634,498,7539.0,694.0,9.205464915771323
Bay Area,Automotive equipment rental and leasing,71590.05634278634,264,6093.0,559.0,9.174462497948465
Bay Area,Support activities for agriculture and forestry,71590.05634278634,569,4106.0,334.0,8.13443740867024
Bay Area,Retail bakeries,71590.05634278634,261,5503.0,447.0,8.122842086134835
Bay Area,Vending machine operators,71590.05634278634,43,658.0,53.0,8.054711246200608
Bay Area,Crop production,71590.05634278634,2775,24791.0,1988.0,8.019039167439797
Bay Area,Specialty food stores,71590.05634278634,374,8672.0,591.0,6.8150369003690034
Bay Area,Services to buildings and dwellings (except cleaning during construction and immediately after construction) ,71590.05634278634,2243,50748.0,2945.0,5.8031843619452985
Bay Area,"Recreational vehicle parks and camps, and rooming and boarding houses, dormitories, and workers' camps",71590.05634278634,272,6251.0,343.0,5.487122060470324
Bay Area,Car washes,71590.05634278634,278,3959.0,214.0,5.405405405405405
Bay Area,Child day care services,71590.05634278634,2034,45621.0,2466.0,5.405405405405405
Bay Area,Drycleaning and laundry services,71590.05634278634,377,4766.0,249.0,5.224506924045321
Bay Area,Landscaping services,71590.05634278634,1688,34376.0,1647.0,4.791133348848033
Bay Area,Supermarkets And Grocery (Except Convenience) Stores,71590.05634278634,3177,74985.0,3478.0,4.638260985530439
Bay Area,Textile product mills except carpets and rugs,71590.05634278634,120,1029.0,45.0,4.373177842565598
Bay Area,Restaurants and other food services,71590.05634278634,13350,280129.0,12151.0,4.337644442381903
Bay Area,Shoe stores,71590.05634278634,274,6857.0,297.0,4.331340236254922
Bay Area,Beauty salons,71590.05634278634,1417,30544.0,1316.0,4.308538501833421
Bay Area,"Sewing, needlework and piece goods stores",71590.05634278634,83,1704.0,64.0,3.755868544600939
Bay Area,Used merchandise stores,71590.05634278634,405,9001.0,329.0,3.655149427841351
Bay Area,Scenic and sightseeing transportation,71590.05634278634,68,1894.0,67.0,3.537486800422387
Bay Area,Vocational rehabilitation services,71590.05634278634,211,3722.0,105.0,2.8210639441160668
Bay Area,Private households,71590.05634278634,1529,30927.0,736.0,2.3797975878682056
Bay Area,"Gift, novelty, and souvenir shops",71590.05634278634,247,5284.0,118.0,2.2331566994700984
Bay Area,Office of chiropractors,71590.05634278634,167,3578.0,75.0,2.096143096702068
Bay Area,Nail salons and other personal care services,71590.05634278634,839,16081.0,313.0,1.946396368385051
Bay Area,Personal and household goods repair and maintenance,71590.05634278634,243,4229.0,45.0,1.0640813431071177
Bay Area,"Automotive parts, accessories, and tire stores",71590.05634278634,519,10402.0,59.0,0.5671986156508364
Bay Area,Sawmills and wood preservation,71590.05634278634,81,553.0,0.0,0.0
Bay Area,"Fabric mills, except knitting mills",71590.05634278634,89,734.0,0.0,0.0
Bay Area,Cutlery and hand tool manufacturing,71590.05634278634,32,237.0,0.0,0.0
Bay Area,Musical instrument and supplies stores,71590.05634278634,76,1687.0,0.0,0.0
Bay Area,Book stores and news dealers,71590.05634278634,162,3269.0,0.0,0.0
Bay Area,Railroad rolling stock manufacturing,71590.05634278634,16,53.0,0.0,0.0
Bay Area,Florists,71590.05634278634,172,2911.0,0.0,0.0
Bay Area,"Pottery, ceramics, and plumbing fixture manufacturing",71590.05634278634,23,211.0,0.0,0.0
Bay Area,Bowling centers,71590.05634278634,42,561.0,0.0,0.0
Bay Area,Clay building material and refractories manufacturing,71590.05634278634,21,455.0,0.0,0.0
Bay Area,"Rubber products, except tires",71590.05634278634,58,824.0,0.0,0.0
Bay Area,Logging,71590.05634278634,44,470.0,0.0,0.0
Bay Area,Carpet and rug mills,71590.05634278634,18,40.0,0.0,0.0
Bay Area,"Knitting fabric mills, and apparel knitting mills",71590.05634278634,13,197.0,0.0,0.0
Bay Area,Aluminum production and processing,71590.05634278634,39,526.0,0.0,0.0
Bay Area,Convenience Stores,71590.05634278634,211,2553.0,0.0,0.0
Bay Area,"Unemployed, with no work experience in past 5 years",71590.05634278634,2013,26221.0,0.0,0.0
Bay Area,"Fishing, hunting, and trapping",71590.05634278634,38,251.0,0.0,0.0
Central Coast,"Veneer, plywood, and engineered wood products",45940.48963482734,22,90.0,90.0,100.0
Central Coast,Military reserves or national guard,45940.48963482734,21,120.0,120.0,100.0
Central Coast,Natural gas distribution,45940.48963482734,152,771.0,771.0,100.0
Central Coast,Agricultural chemicals,45940.48963482734,35,120.0,120.0,100.0
Central Coast,Sawmills and wood preservation,45940.48963482734,81,533.0,533.0,100.0
Central Coast,Household appliances,45940.48963482734,32,60.0,60.0,100.0
Central Coast,"Metals and minerals, except petroleum, merchant wholesalers",45940.48963482734,76,211.0,211.0,100.0
Central Coast,Miscellaneous paper and pulp products,45940.48963482734,39,77.0,77.0,100.0
Central Coast,"Engine, turbine, and power transmission equipment manufacturing",45940.48963482734,53,109.0,109.0,100.0
Central Coast,Not specified utilities,45940.48963482734,41,49.0,49.0,100.0
Central Coast,Miscellaneous nonmetallic mineral products manufacturing,45940.48963482734,62,473.0,473.0,100.0
Central Coast,Commercial and service industry machinery manufacturing,45940.48963482734,106,606.0,545.0,89.93399339933993
Central Coast,Software publishers,45940.48963482734,405,1223.0,1085.0,88.71627146361406
Central Coast,Vending machine operators,45940.48963482734,43,167.0,148.0,88.62275449101796
Central Coast,Public finance activities,45940.48963482734,463,1462.0,1275.0,87.20930232558139
Central Coast,Internet publishing and broadcasting and web search portals,45940.48963482734,898,1544.0,1311.0,84.90932642487047
Central Coast,"Electric power generation, transmission and distribution",45940.48963482734,558,2230.0,1848.0,82.86995515695067
Central Coast,Fuel dealers,45940.48963482734,55,497.0,404.0,81.28772635814889
Central Coast,"Electric and gas, and other combinations",45940.48963482734,364,1700.0,1374.0,80.82352941176471
Central Coast,"Apparel, piece goods, and notions merchant wholesalers",45940.48963482734,403,801.0,644.0,80.39950062421973
Central Coast,"Savings institutions, including credit unions",45940.48963482734,315,1012.0,807.0,79.74308300395256
Central Coast,"Navigational, measuring, electromedical, and control instruments",45940.48963482734,470,2194.0,1734.0,79.03372835004558
Central Coast,Professional and commercial equipment and supplies merchant wholesalers,45940.48963482734,506,3364.0,2617.0,77.79429250891795
Central Coast,Support activities for mining,45940.48963482734,155,1268.0,966.0,76.18296529968454
Central Coast,National security and international affairs,45940.48963482734,1045,8929.0,6724.0,75.30518535110315
Central Coast,Sewage treatment facilities,45940.48963482734,108,589.0,426.0,72.32597623089984
Central Coast,Air transportation,45940.48963482734,757,3419.0,2471.0,72.27259432582626
Central Coast,Insurance Carriers,45940.48963482734,2181,9561.0,6868.0,71.83349022068822
Central Coast,Pharmaceuticals and medicines,45940.48963482734,878,5078.0,3647.0,71.81961402126822
Central Coast,Scientific research and development services,45940.48963482734,1684,8434.0,6032.0,71.5200379416647
Central Coast,Computer systems design and related services,45940.48963482734,6238,22819.0,16259.0,71.25202681975547
Central Coast,"Telecommunications, except wired telecommunications carriers",45940.48963482734,405,1479.0,1050.0,70.99391480730223
Central Coast,Aircraft and parts manufacturing,45940.48963482734,1736,6798.0,4808.0,70.72668431891734
Central Coast,Other health care services,45940.48963482734,1634,6602.0,4667.0,70.69069978794305
Central Coast,"Water, steam, air conditioning, and irrigation systems",45940.48963482734,442,1808.0,1256.0,69.46902654867256
Central Coast,"Drugs, sundries, and chemical and allied product merchant wholesalers",45940.48963482734,349,2266.0,1547.0,68.27007943512798
Central Coast,Computer and peripheral equipment manufacturing,45940.48963482734,524,971.0,659.0,67.8681771369722
Central Coast,Scenic and sightseeing transportation,45940.48963482734,68,222.0,150.0,67.56756756756756
Central Coast,Motor vehicles and motor vehicle equipment manufacturing ,45940.48963482734,668,2642.0,1755.0,66.42694928084785
Central Coast,Administration of economic programs and space research,45940.48963482734,682,2025.0,1345.0,66.41975308641975
Central Coast,"Communications, audio, and video equipment",45940.48963482734,336,956.0,633.0,66.21338912133892
Central Coast,"Electronic components and products, n.e.c.",45940.48963482734,2146,7134.0,4696.0,65.82562377347911
Central Coast,Petroleum refining,45940.48963482734,188,651.0,426.0,65.43778801843318
Central Coast,Psychiatric and substance abuse hospitals,45940.48963482734,171,1733.0,1124.0,64.85862665897288
Central Coast,"Electric lighting, and electrical equipment manufacturing, and other electrical component manufacturing, n.e.c.",45940.48963482734,405,2594.0,1682.0,64.8419429452583
Central Coast,Household appliances and electrical and electronic goods merchant wholesalers,45940.48963482734,366,1745.0,1131.0,64.8137535816619
Central Coast,Banking and related activities,45940.48963482734,1844,9011.0,5833.0,64.73199422927533
Central Coast,"Pulp, paper, and paperboard mills",45940.48963482734,80,705.0,456.0,64.68085106382979
Central Coast,"Justice, public order, and safety activities",45940.48963482734,3792,20734.0,13404.0,64.64743898910002
Central Coast,Agricultural implements,45940.48963482734,28,184.0,118.0,64.13043478260869
Central Coast,"General medical and surgical hospitals, and specialty (except psychiatric and substance abuse) hospitals",45940.48963482734,7895,22848.0,14540.0,63.63795518207282
Central Coast,"Periodical, book, and directory publishers",45940.48963482734,252,652.0,409.0,62.73006134969326
Central Coast,Nondepository credit and related activities,45940.48963482734,1297,3925.0,2458.0,62.62420382165605
Central Coast,Miscellaneous fabricated metal products manufacturing,45940.48963482734,279,1547.0,965.0,62.37879767291532
Central Coast,Wired telecommunications carriers,45940.48963482734,659,3205.0,1995.0,62.24648985959438
Central Coast,Medical equipment and supplies,45940.48963482734,1265,6701.0,4082.0,60.91628115206685
Central Coast,"Data processing, hosting, and related services",45940.48963482734,273,1716.0,1034.0,60.256410256410255
Central Coast,"Commercial, industrial, and other intangible assets rental and leasing",45940.48963482734,160,942.0,566.0,60.08492569002123
Central Coast,U.S. Air Force,45940.48963482734,222,2418.0,1420.0,58.7262200165426
Central Coast,"Advertising, public relations, and related services",45940.48963482734,1062,2835.0,1662.0,58.62433862433862
Central Coast,Motor vehicle and motor vehicle parts and supplies merchant wholesalers       ,45940.48963482734,339,607.0,349.0,57.49588138385503
Central Coast,Plastics products,45940.48963482734,323,1433.0,788.0,54.989532449406845
Central Coast,Broadcasting (except internet),45940.48963482734,724,3120.0,1713.0,54.90384615384616
Central Coast,Prefabricated wood buildings and mobile homes,45940.48963482734,27,106.0,58.0,54.71698113207547
Central Coast,"Architectural, engineering, and related services",45940.48963482734,2484,13614.0,7265.0,53.364183928309096
Central Coast,Commercial and industrial machinery and equipment repair and maintenance,45940.48963482734,297,1468.0,782.0,53.269754768392374
Central Coast,Petroleum and petroleum products merchant wholesalers ,45940.48963482734,88,219.0,116.0,52.96803652968036
Central Coast,"Sporting and athletic goods, and doll, toy, and game manufacturing",45940.48963482734,169,187.0,99.0,52.94117647058824
Central Coast,"Machinery manufacturing, n.e.c. or not specified",45940.48963482734,587,3116.0,1641.0,52.66367137355584
Central Coast,"Jewelry, luggage,and leather goods stores",45940.48963482734,265,1040.0,537.0,51.63461538461539
Central Coast,"Forestry, except logging",45940.48963482734,96,230.0,118.0,51.30434782608696
Central Coast,U.S. Navy,45940.48963482734,620,3220.0,1638.0,50.8695652173913
Central Coast,"Securities, commodities, funds, trusts, and other financial investments",45940.48963482734,1740,7770.0,3944.0,50.75933075933076
Central Coast,Logging,45940.48963482734,44,132.0,67.0,50.75757575757576
Central Coast,Aerospace products and parts manufacturing,45940.48963482734,178,2343.0,1184.0,50.53350405463082
Central Coast,Executive offices and legislative bodies,45940.48963482734,1869,9316.0,4520.0,48.5186775440103
Central Coast,U.S. Army,45940.48963482734,142,542.0,262.0,48.33948339483395
Central Coast,Metalworking machinery,45940.48963482734,88,1655.0,792.0,47.854984894259815
Central Coast,Administration of environmental quality and housing programs,45940.48963482734,425,1932.0,910.0,47.10144927536232
Central Coast,"Machinery, equipment, and supplies merchant wholesalers",45940.48963482734,426,1683.0,792.0,47.05882352941176
Central Coast,"U.S. Armed forces, branch not specified",45940.48963482734,77,601.0,280.0,46.58901830282861
Central Coast,Waste management and remediation services,45940.48963482734,673,3520.0,1624.0,46.13636363636363
Central Coast,Legal services,45940.48963482734,2730,10479.0,4796.0,45.76772592804657
Central Coast,"Other administrative, and other support services",45940.48963482734,623,3008.0,1365.0,45.378989361702125
Central Coast,Newspaper publishers,45940.48963482734,180,1527.0,692.0,45.31761624099542
Central Coast,"Animal food, grain and oilseed milling",45940.48963482734,102,495.0,223.0,45.05050505050505
Central Coast,"Real Estate Property Managers, Offices of Real Estate Appraisers, And Other Activities Related to Real Estate",45940.48963482734,1015,3949.0,1777.0,44.99873385667257
Central Coast,Office of chiropractors,45940.48963482734,167,1370.0,611.0,44.598540145985396
Central Coast,Industrial and miscellaneous chemicals,45940.48963482734,224,1222.0,540.0,44.189852700491
Central Coast,Management of companies and enterprises,45940.48963482734,324,1396.0,613.0,43.911174785100286
Central Coast,Offices of physicians,45940.48963482734,2281,10714.0,4635.0,43.26115363076349
Central Coast,"Other information services, except libraries and archives, and internet publishing and broadcasting and web search portals",45940.48963482734,74,248.0,106.0,42.74193548387097
Central Coast,"Community food and housing, and emergency services",45940.48963482734,226,1097.0,464.0,42.2971741112124
Central Coast,Miscellaneous durable goods merchant wholesalers,45940.48963482734,206,1307.0,542.0,41.469013006885994
Central Coast,Truck transportation,45940.48963482734,1975,4999.0,2032.0,40.648129625925186
Central Coast,"Agencies, Brokerages, And Other Insurance Related Activities",45940.48963482734,823,3295.0,1334.0,40.4855842185129
Central Coast,Construction (The Cleaning Of Buildings And Dwellings Is Incidental During Construction And Immediately After Construction),45940.48963482734,13304,72206.0,28694.0,39.7390798548597
Central Coast,Alcoholic beverages merchat wholesalers,45940.48963482734,181,1593.0,627.0,39.35969868173258
Central Coast,Elementary and secondary schools,45940.48963482734,13278,64192.0,25261.0,39.352255732801595
Central Coast,Electronic and precision equipment repair and maintenance,45940.48963482734,175,953.0,363.0,38.09024134312697
Central Coast,"Colleges, universities, and professional schools, including junior colleges ",45940.48963482734,6684,42604.0,16177.0,37.97061308797296
Central Coast,Services incidental to transportation,45940.48963482734,1211,6037.0,2288.0,37.89961901606758
Central Coast,Travel arrangements and reservation services,45940.48963482734,495,1978.0,743.0,37.563195146612735
Central Coast,"Structural metals, and boiler, tank, and shipping container manufacturing",45940.48963482734,291,1066.0,400.0,37.5234521575985
Central Coast,Water transportation,45940.48963482734,95,798.0,299.0,37.468671679197996
Central Coast,"Management, scientific and technical consulting services",45940.48963482734,2918,9836.0,3638.0,36.98657991053273
Central Coast,"Cement, concrete, lime, and gypsum products manufacturing",45940.48963482734,127,703.0,260.0,36.98435277382646
Central Coast,Motion pictures and video industries,45940.48963482734,2258,7744.0,2859.0,36.918904958677686
Central Coast,Lumber and other construction materials merchant wholesalers,45940.48963482734,186,438.0,161.0,36.757990867579906
Central Coast,"Miscellaneous manufacturing, n.e.c.",45940.48963482734,563,2512.0,911.0,36.26592356687898
Central Coast,Outpatient care centers,45940.48963482734,2556,14567.0,5280.0,36.246310153085744
Central Coast,"Business, technical, and trade schools and training",45940.48963482734,198,837.0,300.0,35.842293906810035
Central Coast,Musical instrument and supplies stores,45940.48963482734,76,456.0,161.0,35.30701754385965
Central Coast,Postal service,45940.48963482734,948,4025.0,1418.0,35.22981366459627
Central Coast,"Accounting, tax preparation, bookkeeping and payroll services",45940.48963482734,1935,8240.0,2900.0,35.19417475728155
Central Coast,Other motor vehicle dealers,45940.48963482734,143,758.0,264.0,34.82849604221636
Central Coast,Beverage,45940.48963482734,683,5668.0,1959.0,34.56245589273112
Central Coast,Libraries and archives,45940.48963482734,321,1280.0,442.0,34.53125
Central Coast,Shoe stores,45940.48963482734,274,1443.0,498.0,34.511434511434516
Central Coast,Household appliance stores,45940.48963482734,70,201.0,69.0,34.32835820895522
Central Coast,Ship and boat building,45940.48963482734,91,646.0,217.0,33.591331269349844
Central Coast,"Coating, engraving, heat treating and allied activities",45940.48963482734,83,508.0,170.0,33.46456692913386
Central Coast,"Hardware, and plumbing and heating equipment, and supplies, merchant wholesalers",45940.48963482734,249,827.0,276.0,33.37363966142684
Central Coast,"Business, professional, political and similar organizations",45940.48963482734,219,968.0,312.0,32.231404958677686
Central Coast,Home health care services,45940.48963482734,1258,6130.0,1948.0,31.778140293637847
Central Coast,Employment services,45940.48963482734,1799,6531.0,2068.0,31.664369928035523
Central Coast,"Civic, social, advocacy organizations and grantmaking and giving services",45940.48963482734,1238,6396.0,2010.0,31.425891181988742
Central Coast,Lawn and garden equipment and supplies stores,45940.48963482734,182,1232.0,386.0,31.33116883116883
Central Coast,Building material and supplies dealers,45940.48963482734,1105,6664.0,2076.0,31.15246098439376
Central Coast,Labor unions,45940.48963482734,172,434.0,134.0,30.87557603686636
Central Coast,"Seafood and other miscellaneous foods, n.e.c.",45940.48963482734,315,1055.0,316.0,29.95260663507109
Central Coast,Printing and related support activities,45940.48963482734,628,2294.0,684.0,29.81691368788143
Central Coast,"Wholesale electronic markets, agents and brokers",45940.48963482734,211,783.0,232.0,29.629629629629626
Central Coast,Administration of human resource programs,45940.48963482734,2024,6714.0,1980.0,29.49061662198391
Central Coast,Automotive repair and maintenance,45940.48963482734,1506,9356.0,2756.0,29.4570329200513
Central Coast,Offices of dentists,45940.48963482734,1520,7741.0,2279.0,29.44064074408991
Central Coast,Rail transportation,45940.48963482734,152,511.0,150.0,29.354207436399214
Central Coast,Warehousing and storage,45940.48963482734,1504,2540.0,737.0,29.015748031496063
Central Coast,Furniture and home furnishings stores,45940.48963482734,739,3258.0,943.0,28.944137507673418
Central Coast,Electronic shopping and mail-order houses,45940.48963482734,1110,2663.0,768.0,28.839654524971834
Central Coast,Electronics stores,45940.48963482734,927,5165.0,1486.0,28.77057115198451
Central Coast,Specialized design services,45940.48963482734,871,3798.0,1083.0,28.515007898894158
Central Coast,Offices of other health practitioners,45940.48963482734,716,4021.0,1122.0,27.903506590400397
Central Coast,Nonmetallic mineral mining and quarrying,45940.48963482734,62,500.0,139.0,27.800000000000004
Central Coast,"Museums, art galleries, historical sites, and similar institutions",45940.48963482734,664,4532.0,1253.0,27.64783759929391
Central Coast,"Other professional, scientific and technical services",45940.48963482734,803,3488.0,956.0,27.408256880733944
Central Coast,"Soap, cleaning compound, and cosmetics",45940.48963482734,202,2508.0,687.0,27.392344497607656
Central Coast,"Lessors Of Real Estate, And Offices Of Real Estate Agents And Brokers",45940.48963482734,3403,15949.0,4288.0,26.885698162894222
Central Coast,Animal slaughtering and processing,45940.48963482734,223,310.0,83.0,26.7741935483871
Central Coast,Other general government and support,45940.48963482734,261,1372.0,366.0,26.676384839650147
Central Coast,Couriers and messengers,45940.48963482734,1354,5406.0,1390.0,25.712171661117278
Central Coast,Automobile dealers,45940.48963482734,1274,6469.0,1636.0,25.28984387076828
Central Coast,Other direct selling establishments,45940.48963482734,211,845.0,213.0,25.207100591715975
Central Coast,"Beer, wine, and liquor stores",45940.48963482734,236,1553.0,390.0,25.112685125563427
Central Coast,Business support services,45940.48963482734,723,1983.0,494.0,24.91174987392839
Central Coast,Religious organizations,45940.48963482734,1511,7511.0,1868.0,24.87019038743177
Central Coast,Other consumer goods rental,45940.48963482734,211,819.0,196.0,23.931623931623932
Central Coast,"Sporting goods, and hobby and toy stores",45940.48963482734,637,4071.0,950.0,23.33578973225252
Central Coast,Individual and family services,45940.48963482734,3711,14390.0,3352.0,23.293954134815845
Central Coast,Vocational rehabilitation services,45940.48963482734,211,1357.0,315.0,23.212969786293293
Central Coast,Convenience Stores,45940.48963482734,211,453.0,105.0,23.178807947019866
Central Coast,Grocery and related product merchant wholesalers ,45940.48963482734,1306,6895.0,1586.0,23.002175489485136
Central Coast,Sugar and confectionery products,45940.48963482734,81,636.0,142.0,22.32704402515723
Central Coast,Bus service and urban transit,45940.48963482734,783,2197.0,482.0,21.939007737824305
Central Coast,Not specified industries,45940.48963482734,656,1928.0,407.0,21.109958506224068
Central Coast,"Sewing, needlework and piece goods stores",45940.48963482734,83,810.0,170.0,20.98765432098765
Central Coast,Sound recording industries,45940.48963482734,177,1764.0,368.0,20.861678004535147
Central Coast,"Machine shops; turned product; screw, nut, and bolt manufacturing  ",45940.48963482734,427,3837.0,800.0,20.849622100599426
Central Coast,Furniture and related products manufacturing,45940.48963482734,440,689.0,141.0,20.4644412191582
Central Coast,Fruit and vegetable preserving and specialty foods,45940.48963482734,354,1832.0,374.0,20.41484716157205
Central Coast,Veterinary services,45940.48963482734,505,3318.0,646.0,19.46955997588909
Central Coast,Oil and gas extraction,45940.48963482734,64,1076.0,208.0,19.33085501858736
Central Coast,Used merchandise stores,45940.48963482734,405,3002.0,572.0,19.053964023984012
Central Coast,Not specified retail trade,45940.48963482734,791,3945.0,751.0,19.036755386565275
Central Coast,Paperboard container manufacturing,45940.48963482734,101,285.0,53.0,18.596491228070175
Central Coast,Investigation and security services,45940.48963482734,1532,3917.0,716.0,18.279295379116668
Central Coast,"Other schools and instruction, and educational support services ",45940.48963482734,1883,9890.0,1723.0,17.421638018200202
Central Coast,Miscellaneous wood products,45940.48963482734,206,1030.0,177.0,17.184466019417478
Central Coast,"Other amusement, gambling, and recreation industries",45940.48963482734,3784,19502.0,3348.0,17.167470003076605
Central Coast,Cutlery and hand tool manufacturing,45940.48963482734,32,854.0,143.0,16.74473067915691
Central Coast,Nursing care facilities (skilled nursing facilities),45940.48963482734,1343,6506.0,1087.0,16.707654472794346
Central Coast,Furniture and home furnishing merchant wholesalers   ,45940.48963482734,166,421.0,65.0,15.439429928741092
Central Coast,Other transportation equipment manufacturing ,45940.48963482734,35,448.0,69.0,15.401785714285715
Central Coast,Traveler accommodation,45940.48963482734,1968,14250.0,2173.0,15.249122807017542
Central Coast,Miscellaneous retail stores,45940.48963482734,759,4772.0,715.0,14.983235540653814
Central Coast,"Cut And Sew, And Apparel Accessories And Other Apparel",45940.48963482734,609,745.0,111.0,14.899328859060404
Central Coast,Hardware stores,45940.48963482734,262,1882.0,280.0,14.87778958554729
Central Coast,Offices of optometrists,45940.48963482734,238,2247.0,333.0,14.819759679572764
Central Coast,Pharmacies and drug stores,45940.48963482734,1010,4792.0,710.0,14.81636060100167
Central Coast,Not specified wholesale trade,45940.48963482734,235,443.0,65.0,14.672686230248308
Central Coast,Gasoline stations,45940.48963482734,498,1807.0,258.0,14.277808522412839
Central Coast,Supermarkets And Grocery (Except Convenience) Stores,45940.48963482734,3177,14898.0,2043.0,13.713250100684657
Central Coast,Support activities for agriculture and forestry,45940.48963482734,569,3678.0,489.0,13.295269168026099
Central Coast,Beauty salons,45940.48963482734,1417,5874.0,769.0,13.091590057882193
Central Coast,"Health and personal care, except drug, stores",45940.48963482734,715,3777.0,488.0,12.920307122054542
Central Coast,Foundries,45940.48963482734,34,387.0,49.0,12.661498708010335
Central Coast,Services to buildings and dwellings (except cleaning during construction and immediately after construction) ,45940.48963482734,2243,14491.0,1754.0,12.10406459181561
Central Coast,Miscellaneous nondurable goods merchant wholesalers,45940.48963482734,361,2053.0,247.0,12.031173891865562
Central Coast,Landscaping services,45940.48963482734,1688,11992.0,1417.0,11.816210807204804
Central Coast,Retail bakeries,45940.48963482734,261,1528.0,170.0,11.12565445026178
Central Coast,"Funeral homes, cemeteries and crematories",45940.48963482734,161,1836.0,204.0,11.11111111111111
Central Coast,Clothing stores,45940.48963482734,2185,11554.0,1271.0,11.00051930067509
Central Coast,Textile product mills except carpets and rugs,45940.48963482734,120,1163.0,119.0,10.232158211521925
Central Coast,"Independent Artists, Writers, And Performers",45940.48963482734,979,3029.0,304.0,10.036315615714757
Central Coast,Child day care services,45940.48963482734,2034,9855.0,915.0,9.28462709284627
Central Coast,"Promoters Of Performing Arts, Sports, And Similar Events, Agents And Managers For Artists, Athletes, Entertainers, And Other Public Figures",45940.48963482734,426,1502.0,136.0,9.054593874833555
Central Coast,Dairy products,45940.48963482734,213,1395.0,123.0,8.817204301075268
Central Coast,Drycleaning and laundry services,45940.48963482734,377,1044.0,90.0,8.620689655172415
Central Coast,Crop production,45940.48963482734,2775,52913.0,4441.0,8.393022508646268
Central Coast,"Automotive parts, accessories, and tire stores",45940.48963482734,519,4142.0,322.0,7.774022211492033
Central Coast,Restaurants and other food services,45940.48963482734,13350,85772.0,6399.0,7.460476612414308
Central Coast,"General merchandise stores, including warehouse clubs and supercenters ",45940.48963482734,2331,10950.0,784.0,7.159817351598173
Central Coast,Car washes,45940.48963482734,278,2896.0,189.0,6.526243093922653
Central Coast,Private households,45940.48963482734,1529,7981.0,466.0,5.83886730986092
Central Coast,"Bakeries and tortilla manufacturing, except retail bakeries",45940.48963482734,309,1598.0,92.0,5.7571964956195245
Central Coast,Personal and household goods repair and maintenance,45940.48963482734,243,1631.0,92.0,5.6407112201103615
Central Coast,"Residential care facilities, except skilled nursing",45940.48963482734,1079,7771.0,405.0,5.21168446789345
Central Coast,Department stores,45940.48963482734,796,4203.0,218.0,5.186771353794908
Central Coast,Animal production and aquaculture ,45940.48963482734,479,3619.0,179.0,4.946117712075159
Central Coast,Specialty food stores,45940.48963482734,374,1883.0,90.0,4.779607010090282
Central Coast,Taxi and limousine service,45940.48963482734,1146,3937.0,187.0,4.749809499618999
Central Coast,"Recreational vehicle parks and camps, and rooming and boarding houses, dormitories, and workers' camps",45940.48963482734,272,2736.0,124.0,4.5321637426900585
Central Coast,Other personal services,45940.48963482734,901,6733.0,267.0,3.9655428486558737
