Industry,Date,Region,High Wage Count,Employment Count,Cost of Living,Region Population,Year
construction,2015-08-01,San Diego-Imperial,14237,72700.0,68533,3496774,2015
construction,2015-09-01,San Diego-Imperial,14198,72500.0,68533,3496774,2015
construction,2015-10-01,San Diego-Imperial,14276,72900.0,68533,3496774,2015
construction,2015-11-01,San Diego-Imperial,14295,73000.0,68533,3496774,2015
construction,2015-12-01,San Diego-Imperial,14374,73400.0,68533,3496774,2015
durable goods,2015-01-01,San Diego-Imperial,39447,79400.0,68533,3496774,2015
durable goods,2015-02-01,San Diego-Imperial,39596,79700.0,68533,3496774,2015
durable goods,2015-03-01,San Diego-Imperial,39795,80100.0,68533,3496774,2015
durable goods,2015-04-01,San Diego-Imperial,39646,79800.0,68533,3496774,2015
durable goods,2015-05-01,San Diego-Imperial,39745,80000.0,68533,3496774,2015
durable goods,2015-06-01,San Diego-Imperial,40043,80600.0,68533,3496774,2015
durable goods,2015-07-01,San Diego-Imperial,40391,81300.0,68533,3496774,2015
durable goods,2015-08-01,San Diego-Imperial,40590,81700.0,68533,3496774,2015
durable goods,2015-09-01,San Diego-Imperial,40540,81600.0,68533,3496774,2015
durable goods,2015-10-01,San Diego-Imperial,40540,81600.0,68533,3496774,2015
durable goods,2015-11-01,San Diego-Imperial,40590,81700.0,68533,3496774,2015
durable goods,2015-12-01,San Diego-Imperial,40689,81900.0,68533,3496774,2015
educational and health services,2015-01-01,San Diego-Imperial,58197,196700.0,68533,3496774,2015
educational and health services,2015-02-01,San Diego-Imperial,58374,197300.0,68533,3496774,2015
educational and health services,2015-03-01,San Diego-Imperial,58848,198900.0,68533,3496774,2015
educational and health services,2015-04-01,San Diego-Imperial,59055,199600.0,68533,3496774,2015
educational and health services,2015-05-01,San Diego-Imperial,59203,200100.0,68533,3496774,2015
educational and health services,2015-06-01,San Diego-Imperial,58877,199000.0,68533,3496774,2015
educational and health services,2015-07-01,San Diego-Imperial,58581,198000.0,68533,3496774,2015
educational and health services,2015-08-01,San Diego-Imperial,58907,199100.0,68533,3496774,2015
educational and health services,2015-09-01,San Diego-Imperial,59587,201400.0,68533,3496774,2015
educational and health services,2015-10-01,San Diego-Imperial,60209,203500.0,68533,3496774,2015
educational and health services,2015-11-01,San Diego-Imperial,60327,203900.0,68533,3496774,2015
educational and health services,2015-12-01,San Diego-Imperial,60682,205100.0,68533,3496774,2015
federal government,2015-01-01,San Diego-Imperial,14257,47800.0,68533,3496774,2015
federal government,2015-02-01,San Diego-Imperial,14227,47700.0,68533,3496774,2015
federal government,2015-03-01,San Diego-Imperial,14227,47700.0,68533,3496774,2015
federal government,2015-04-01,San Diego-Imperial,14316,48000.0,68533,3496774,2015
federal government,2015-05-01,San Diego-Imperial,14346,48100.0,68533,3496774,2015
federal government,2015-06-01,San Diego-Imperial,14287,47900.0,68533,3496774,2015
federal government,2015-07-01,San Diego-Imperial,14346,48100.0,68533,3496774,2015
federal government,2015-08-01,San Diego-Imperial,14376,48200.0,68533,3496774,2015
federal government,2015-09-01,San Diego-Imperial,14406,48300.0,68533,3496774,2015
federal government,2015-10-01,San Diego-Imperial,14466,48500.0,68533,3496774,2015
federal government,2015-11-01,San Diego-Imperial,14555,48800.0,68533,3496774,2015
federal government,2015-12-01,San Diego-Imperial,14585,48900.0,68533,3496774,2015
financial activities,2015-01-01,San Diego-Imperial,26201,71600.0,68533,3496774,2015
financial activities,2015-02-01,San Diego-Imperial,26201,71600.0,68533,3496774,2015
financial activities,2015-03-01,San Diego-Imperial,26237,71700.0,68533,3496774,2015
financial activities,2015-04-01,San Diego-Imperial,26457,72300.0,68533,3496774,2015
financial activities,2015-05-01,San Diego-Imperial,26603,72700.0,68533,3496774,2015
financial activities,2015-06-01,San Diego-Imperial,26567,72600.0,68533,3496774,2015
financial activities,2015-07-01,San Diego-Imperial,27042,73900.0,68533,3496774,2015
financial activities,2015-08-01,San Diego-Imperial,26896,73500.0,68533,3496774,2015
financial activities,2015-09-01,San Diego-Imperial,26603,72700.0,68533,3496774,2015
financial activities,2015-10-01,San Diego-Imperial,27042,73900.0,68533,3496774,2015
financial activities,2015-11-01,San Diego-Imperial,27006,73800.0,68533,3496774,2015
financial activities,2015-12-01,San Diego-Imperial,27006,73800.0,68533,3496774,2015
information,2015-01-01,San Diego-Imperial,11295,23700.0,68533,3496774,2015
information,2015-02-01,San Diego-Imperial,11295,23700.0,68533,3496774,2015
information,2015-03-01,San Diego-Imperial,11248,23600.0,68533,3496774,2015
information,2015-04-01,San Diego-Imperial,11295,23700.0,68533,3496774,2015
information,2015-05-01,San Diego-Imperial,11343,23800.0,68533,3496774,2015
information,2015-06-01,San Diego-Imperial,11295,23700.0,68533,3496774,2015
information,2015-07-01,San Diego-Imperial,11438,24000.0,68533,3496774,2015
information,2015-08-01,San Diego-Imperial,11391,23900.0,68533,3496774,2015
information,2015-09-01,San Diego-Imperial,11248,23600.0,68533,3496774,2015
information,2015-10-01,San Diego-Imperial,11295,23700.0,68533,3496774,2015
information,2015-11-01,San Diego-Imperial,11248,23600.0,68533,3496774,2015
information,2015-12-01,San Diego-Imperial,11295,23700.0,68533,3496774,2015
leisure and hospitality,2015-01-01,San Diego-Imperial,15731,176800.0,68533,3496774,2015
leisure and hospitality,2015-02-01,San Diego-Imperial,15944,179200.0,68533,3496774,2015
leisure and hospitality,2015-03-01,San Diego-Imperial,16184,181900.0,68533,3496774,2015
leisure and hospitality,2015-04-01,San Diego-Imperial,16327,183500.0,68533,3496774,2015
leisure and hospitality,2015-05-01,San Diego-Imperial,16674,187400.0,68533,3496774,2015
leisure and hospitality,2015-06-01,San Diego-Imperial,16896,189900.0,68533,3496774,2015
leisure and hospitality,2015-07-01,San Diego-Imperial,17128,192500.0,68533,3496774,2015
leisure and hospitality,2015-08-01,San Diego-Imperial,17181,193100.0,68533,3496774,2015
leisure and hospitality,2015-09-01,San Diego-Imperial,16932,190300.0,68533,3496774,2015
leisure and hospitality,2015-10-01,San Diego-Imperial,16789,188700.0,68533,3496774,2015
leisure and hospitality,2015-11-01,San Diego-Imperial,16763,188400.0,68533,3496774,2015
leisure and hospitality,2015-12-01,San Diego-Imperial,16638,187000.0,68533,3496774,2015
local government,2015-01-01,San Diego-Imperial,56093,156300.0,68533,3496774,2015
local government,2015-02-01,San Diego-Imperial,56559,157600.0,68533,3496774,2015
local government,2015-03-01,San Diego-Imperial,57241,159500.0,68533,3496774,2015
local government,2015-04-01,San Diego-Imperial,57169,159300.0,68533,3496774,2015
local government,2015-05-01,San Diego-Imperial,57528,160300.0,68533,3496774,2015
local government,2015-06-01,San Diego-Imperial,57492,160200.0,68533,3496774,2015
local government,2015-07-01,San Diego-Imperial,53832,150000.0,68533,3496774,2015
local government,2015-08-01,San Diego-Imperial,53832,150000.0,68533,3496774,2015
local government,2015-09-01,San Diego-Imperial,55626,155000.0,68533,3496774,2015
local government,2015-10-01,San Diego-Imperial,57241,159500.0,68533,3496774,2015
local government,2015-11-01,San Diego-Imperial,58138,162000.0,68533,3496774,2015
local government,2015-12-01,San Diego-Imperial,57923,161400.0,68533,3496774,2015
management of companies and enterprises,2015-01-01,San Diego-Imperial,16132,21700.0,68533,3496774,2015
management of companies and enterprises,2015-02-01,San Diego-Imperial,16206,21800.0,68533,3496774,2015
management of companies and enterprises,2015-03-01,San Diego-Imperial,16281,21900.0,68533,3496774,2015
management of companies and enterprises,2015-04-01,San Diego-Imperial,16281,21900.0,68533,3496774,2015
management of companies and enterprises,2015-05-01,San Diego-Imperial,16281,21900.0,68533,3496774,2015
management of companies and enterprises,2015-06-01,San Diego-Imperial,16429,22100.0,68533,3496774,2015
management of companies and enterprises,2015-07-01,San Diego-Imperial,16429,22100.0,68533,3496774,2015
management of companies and enterprises,2015-08-01,San Diego-Imperial,16504,22200.0,68533,3496774,2015
management of companies and enterprises,2015-09-01,San Diego-Imperial,16504,22200.0,68533,3496774,2015
management of companies and enterprises,2015-10-01,San Diego-Imperial,16578,22300.0,68533,3496774,2015
management of companies and enterprises,2015-11-01,San Diego-Imperial,16652,22400.0,68533,3496774,2015
management of companies and enterprises,2015-12-01,San Diego-Imperial,16504,22200.0,68533,3496774,2015
mining and logging,2015-01-01,San Diego-Imperial,58,400.0,68533,3496774,2015
mining and logging,2015-02-01,San Diego-Imperial,43,300.0,68533,3496774,2015
mining and logging,2015-03-01,San Diego-Imperial,43,300.0,68533,3496774,2015
mining and logging,2015-04-01,San Diego-Imperial,43,300.0,68533,3496774,2015
mining and logging,2015-05-01,San Diego-Imperial,43,300.0,68533,3496774,2015
mining and logging,2015-06-01,San Diego-Imperial,43,300.0,68533,3496774,2015
mining and logging,2015-07-01,San Diego-Imperial,43,300.0,68533,3496774,2015
mining and logging,2015-08-01,San Diego-Imperial,43,300.0,68533,3496774,2015
mining and logging,2015-09-01,San Diego-Imperial,43,300.0,68533,3496774,2015
mining and logging,2015-10-01,San Diego-Imperial,43,300.0,68533,3496774,2015
mining and logging,2015-11-01,San Diego-Imperial,43,300.0,68533,3496774,2015
mining and logging,2015-12-01,San Diego-Imperial,43,300.0,68533,3496774,2015
nondurable goods,2015-01-01,San Diego-Imperial,7417,25900.0,68533,3496774,2015
nondurable goods,2015-02-01,San Diego-Imperial,7445,26000.0,68533,3496774,2015
nondurable goods,2015-03-01,San Diego-Imperial,7531,26300.0,68533,3496774,2015
nondurable goods,2015-04-01,San Diego-Imperial,7646,26700.0,68533,3496774,2015
nondurable goods,2015-05-01,San Diego-Imperial,7732,27000.0,68533,3496774,2015
nondurable goods,2015-06-01,San Diego-Imperial,7732,27000.0,68533,3496774,2015
nondurable goods,2015-07-01,San Diego-Imperial,7817,27300.0,68533,3496774,2015
nondurable goods,2015-08-01,San Diego-Imperial,7817,27300.0,68533,3496774,2015
nondurable goods,2015-09-01,San Diego-Imperial,7732,27000.0,68533,3496774,2015
nondurable goods,2015-10-01,San Diego-Imperial,7732,27000.0,68533,3496774,2015
nondurable goods,2015-11-01,San Diego-Imperial,7732,27000.0,68533,3496774,2015
nondurable goods,2015-12-01,San Diego-Imperial,7732,27000.0,68533,3496774,2015
other services,2015-01-01,San Diego-Imperial,6783,52200.0,68533,3496774,2015
other services,2015-02-01,San Diego-Imperial,6874,52900.0,68533,3496774,2015
other services,2015-03-01,San Diego-Imperial,6887,53000.0,68533,3496774,2015
other services,2015-04-01,San Diego-Imperial,6952,53500.0,68533,3496774,2015
other services,2015-05-01,San Diego-Imperial,7017,54000.0,68533,3496774,2015
other services,2015-06-01,San Diego-Imperial,7056,54300.0,68533,3496774,2015
other services,2015-07-01,San Diego-Imperial,7147,55000.0,68533,3496774,2015
other services,2015-08-01,San Diego-Imperial,7173,55200.0,68533,3496774,2015
other services,2015-09-01,San Diego-Imperial,7147,55000.0,68533,3496774,2015
other services,2015-10-01,San Diego-Imperial,7121,54800.0,68533,3496774,2015
other services,2015-11-01,San Diego-Imperial,7082,54500.0,68533,3496774,2015
other services,2015-12-01,San Diego-Imperial,7056,54300.0,68533,3496774,2015
professional scientific and technical services,2015-01-01,San Diego-Imperial,54165,122700.0,68533,3496774,2015
professional scientific and technical services,2015-02-01,San Diego-Imperial,54695,123900.0,68533,3496774,2015
professional scientific and technical services,2015-03-01,San Diego-Imperial,54562,123600.0,68533,3496774,2015
professional scientific and technical services,2015-04-01,San Diego-Imperial,54650,123800.0,68533,3496774,2015
professional scientific and technical services,2015-05-01,San Diego-Imperial,54386,123200.0,68533,3496774,2015
professional scientific and technical services,2015-06-01,San Diego-Imperial,54739,124000.0,68533,3496774,2015
professional scientific and technical services,2015-07-01,San Diego-Imperial,55357,125400.0,68533,3496774,2015
professional scientific and technical services,2015-08-01,San Diego-Imperial,55489,125700.0,68533,3496774,2015
professional scientific and technical services,2015-09-01,San Diego-Imperial,54915,124400.0,68533,3496774,2015
professional scientific and technical services,2015-10-01,San Diego-Imperial,56284,127500.0,68533,3496774,2015
professional scientific and technical services,2015-11-01,San Diego-Imperial,56505,128000.0,68533,3496774,2015
professional scientific and technical services,2015-12-01,San Diego-Imperial,56460,127900.0,68533,3496774,2015
retail trade,2015-01-01,San Diego-Imperial,25621,154500.0,68533,3496774,2015
retail trade,2015-02-01,San Diego-Imperial,25240,152200.0,68533,3496774,2015
retail trade,2015-03-01,San Diego-Imperial,25157,151700.0,68533,3496774,2015
retail trade,2015-04-01,San Diego-Imperial,25190,151900.0,68533,3496774,2015
retail trade,2015-05-01,San Diego-Imperial,25389,153100.0,68533,3496774,2015
retail trade,2015-06-01,San Diego-Imperial,25389,153100.0,68533,3496774,2015
retail trade,2015-07-01,San Diego-Imperial,25604,154400.0,68533,3496774,2015
retail trade,2015-08-01,San Diego-Imperial,25588,154300.0,68533,3496774,2015
retail trade,2015-09-01,San Diego-Imperial,25505,153800.0,68533,3496774,2015
retail trade,2015-10-01,San Diego-Imperial,25903,156200.0,68533,3496774,2015
retail trade,2015-11-01,San Diego-Imperial,26915,162300.0,68533,3496774,2015
retail trade,2015-12-01,San Diego-Imperial,27080,163300.0,68533,3496774,2015
state government,2015-01-01,San Diego-Imperial,17334,48300.0,68533,3496774,2015
state government,2015-02-01,San Diego-Imperial,17405,48500.0,68533,3496774,2015
state government,2015-03-01,San Diego-Imperial,17477,48700.0,68533,3496774,2015
state government,2015-04-01,San Diego-Imperial,17549,48900.0,68533,3496774,2015
state government,2015-05-01,San Diego-Imperial,17692,49300.0,68533,3496774,2015
state government,2015-06-01,San Diego-Imperial,17513,48800.0,68533,3496774,2015
state government,2015-07-01,San Diego-Imperial,16436,45800.0,68533,3496774,2015
state government,2015-08-01,San Diego-Imperial,16508,46000.0,68533,3496774,2015
state government,2015-09-01,San Diego-Imperial,16544,46100.0,68533,3496774,2015
state government,2015-10-01,San Diego-Imperial,17728,49400.0,68533,3496774,2015
state government,2015-11-01,San Diego-Imperial,17944,50000.0,68533,3496774,2015
state government,2015-12-01,San Diego-Imperial,17836,49700.0,68533,3496774,2015
total farm,2015-01-01,San Diego-Imperial,1259,23800.0,68533,3496774,2015
total farm,2015-02-01,San Diego-Imperial,1280,24200.0,68533,3496774,2015
total farm,2015-03-01,San Diego-Imperial,1158,21900.0,68533,3496774,2015
total farm,2015-04-01,San Diego-Imperial,1147,21700.0,68533,3496774,2015
total farm,2015-05-01,San Diego-Imperial,1311,24800.0,68533,3496774,2015
total farm,2015-06-01,San Diego-Imperial,1232,23300.0,68533,3496774,2015
total farm,2015-07-01,San Diego-Imperial,1100,20800.0,68533,3496774,2015
total farm,2015-08-01,San Diego-Imperial,1089,20600.0,68533,3496774,2015
total farm,2015-09-01,San Diego-Imperial,1169,22100.0,68533,3496774,2015
total farm,2015-10-01,San Diego-Imperial,1132,21400.0,68533,3496774,2015
total farm,2015-11-01,San Diego-Imperial,1132,21400.0,68533,3496774,2015
total farm,2015-12-01,San Diego-Imperial,1163,22000.0,68533,3496774,2015
transportation and warehousing,2015-01-01,San Diego-Imperial,3485,22000.0,68533,3496774,2015
transportation and warehousing,2015-02-01,San Diego-Imperial,3469,21900.0,68533,3496774,2015
transportation and warehousing,2015-03-01,San Diego-Imperial,3485,22000.0,68533,3496774,2015
transportation and warehousing,2015-04-01,San Diego-Imperial,3485,22000.0,68533,3496774,2015
transportation and warehousing,2015-05-01,San Diego-Imperial,3516,22200.0,68533,3496774,2015
transportation and warehousing,2015-06-01,San Diego-Imperial,3596,22700.0,68533,3496774,2015
transportation and warehousing,2015-07-01,San Diego-Imperial,3691,23300.0,68533,3496774,2015
transportation and warehousing,2015-08-01,San Diego-Imperial,3691,23300.0,68533,3496774,2015
transportation and warehousing,2015-09-01,San Diego-Imperial,3706,23400.0,68533,3496774,2015
transportation and warehousing,2015-10-01,San Diego-Imperial,3691,23300.0,68533,3496774,2015
transportation and warehousing,2015-11-01,San Diego-Imperial,3754,23700.0,68533,3496774,2015
transportation and warehousing,2015-12-01,San Diego-Imperial,3865,24400.0,68533,3496774,2015
utilities,2015-01-01,San Diego-Imperial,3620,5600.0,68533,3496774,2015
utilities,2015-02-01,San Diego-Imperial,3620,5600.0,68533,3496774,2015
utilities,2015-03-01,San Diego-Imperial,3555,5500.0,68533,3496774,2015
utilities,2015-04-01,San Diego-Imperial,3555,5500.0,68533,3496774,2015
utilities,2015-05-01,San Diego-Imperial,3555,5500.0,68533,3496774,2015
utilities,2015-06-01,San Diego-Imperial,3555,5500.0,68533,3496774,2015
utilities,2015-07-01,San Diego-Imperial,3555,5500.0,68533,3496774,2015
utilities,2015-08-01,San Diego-Imperial,3555,5500.0,68533,3496774,2015
utilities,2015-09-01,San Diego-Imperial,3555,5500.0,68533,3496774,2015
utilities,2015-10-01,San Diego-Imperial,3555,5500.0,68533,3496774,2015
utilities,2015-11-01,San Diego-Imperial,3555,5500.0,68533,3496774,2015
utilities,2015-12-01,San Diego-Imperial,3555,5500.0,68533,3496774,2015
warehousing and storage,2015-01-01,San Diego-Imperial,226,1700.0,68533,3496774,2015
warehousing and storage,2015-02-01,San Diego-Imperial,226,1700.0,68533,3496774,2015
warehousing and storage,2015-03-01,San Diego-Imperial,226,1700.0,68533,3496774,2015
warehousing and storage,2015-04-01,San Diego-Imperial,239,1800.0,68533,3496774,2015
warehousing and storage,2015-05-01,San Diego-Imperial,239,1800.0,68533,3496774,2015
warehousing and storage,2015-06-01,San Diego-Imperial,239,1800.0,68533,3496774,2015
warehousing and storage,2015-07-01,San Diego-Imperial,253,1900.0,68533,3496774,2015
warehousing and storage,2015-08-01,San Diego-Imperial,239,1800.0,68533,3496774,2015
warehousing and storage,2015-09-01,San Diego-Imperial,253,1900.0,68533,3496774,2015
warehousing and storage,2015-10-01,San Diego-Imperial,253,1900.0,68533,3496774,2015
warehousing and storage,2015-11-01,San Diego-Imperial,253,1900.0,68533,3496774,2015
warehousing and storage,2015-12-01,San Diego-Imperial,253,1900.0,68533,3496774,2015
wholesale trade,2015-01-01,San Diego-Imperial,14833,45200.0,68533,3496774,2015
wholesale trade,2015-02-01,San Diego-Imperial,15128,46100.0,68533,3496774,2015
wholesale trade,2015-03-01,San Diego-Imperial,14964,45600.0,68533,3496774,2015
wholesale trade,2015-04-01,San Diego-Imperial,15030,45800.0,68533,3496774,2015
wholesale trade,2015-05-01,San Diego-Imperial,15063,45900.0,68533,3496774,2015
wholesale trade,2015-06-01,San Diego-Imperial,14931,45500.0,68533,3496774,2015
wholesale trade,2015-07-01,San Diego-Imperial,15095,46000.0,68533,3496774,2015
wholesale trade,2015-08-01,San Diego-Imperial,14997,45700.0,68533,3496774,2015
wholesale trade,2015-09-01,San Diego-Imperial,14964,45600.0,68533,3496774,2015
wholesale trade,2015-10-01,San Diego-Imperial,15161,46200.0,68533,3496774,2015
wholesale trade,2015-11-01,San Diego-Imperial,15194,46300.0,68533,3496774,2015
wholesale trade,2015-12-01,San Diego-Imperial,15095,46000.0,68533,3496774,2015
construction,2015-01-01,Central Coast,5797,21300.0,70940,2342005,2015
construction,2015-02-01,Central Coast,5770,21200.0,70940,2342005,2015
construction,2015-03-01,Central Coast,5797,21300.0,70940,2342005,2015
construction,2015-04-01,Central Coast,5852,21500.0,70940,2342005,2015
construction,2015-05-01,Central Coast,5906,21700.0,70940,2342005,2015
construction,2015-06-01,Central Coast,6015,22100.0,70940,2342005,2015
construction,2015-07-01,Central Coast,6124,22500.0,70940,2342005,2015
construction,2015-08-01,Central Coast,6151,22600.0,70940,2342005,2015
construction,2015-09-01,Central Coast,6069,22300.0,70940,2342005,2015
construction,2015-10-01,Central Coast,6097,22400.0,70940,2342005,2015
construction,2015-11-01,Central Coast,6097,22400.0,70940,2342005,2015
construction,2015-12-01,Central Coast,6069,22300.0,70940,2342005,2015
durable goods,2015-01-01,Central Coast,13127,33800.0,70940,2342005,2015
durable goods,2015-02-01,Central Coast,13205,34000.0,70940,2342005,2015
durable goods,2015-03-01,Central Coast,13283,34200.0,70940,2342005,2015
durable goods,2015-04-01,Central Coast,13205,34000.0,70940,2342005,2015
durable goods,2015-05-01,Central Coast,13244,34100.0,70940,2342005,2015
durable goods,2015-06-01,Central Coast,13322,34300.0,70940,2342005,2015
durable goods,2015-07-01,Central Coast,13399,34500.0,70940,2342005,2015
durable goods,2015-08-01,Central Coast,13438,34600.0,70940,2342005,2015
durable goods,2015-09-01,Central Coast,13438,34600.0,70940,2342005,2015
durable goods,2015-10-01,Central Coast,13438,34600.0,70940,2342005,2015
durable goods,2015-11-01,Central Coast,13438,34600.0,70940,2342005,2015
durable goods,2015-12-01,Central Coast,13399,34500.0,70940,2342005,2015
educational and health services,2015-01-01,Central Coast,27369,100500.0,70940,2342005,2015
educational and health services,2015-02-01,Central Coast,27723,101800.0,70940,2342005,2015
educational and health services,2015-03-01,Central Coast,27696,101700.0,70940,2342005,2015
educational and health services,2015-04-01,Central Coast,27914,102500.0,70940,2342005,2015
educational and health services,2015-05-01,Central Coast,28104,103200.0,70940,2342005,2015
educational and health services,2015-06-01,Central Coast,27723,101800.0,70940,2342005,2015
educational and health services,2015-07-01,Central Coast,27369,100500.0,70940,2342005,2015
educational and health services,2015-08-01,Central Coast,27396,100600.0,70940,2342005,2015
educational and health services,2015-09-01,Central Coast,27641,101500.0,70940,2342005,2015
educational and health services,2015-10-01,Central Coast,28377,104200.0,70940,2342005,2015
educational and health services,2015-11-01,Central Coast,28513,104700.0,70940,2342005,2015
educational and health services,2015-12-01,Central Coast,28459,104500.0,70940,2342005,2015
federal government,2015-01-01,Central Coast,4748,11400.0,70940,2342005,2015
federal government,2015-02-01,Central Coast,4748,11400.0,70940,2342005,2015
federal government,2015-03-01,Central Coast,4748,11400.0,70940,2342005,2015
federal government,2015-04-01,Central Coast,4790,11500.0,70940,2342005,2015
federal government,2015-05-01,Central Coast,4831,11600.0,70940,2342005,2015
federal government,2015-06-01,Central Coast,4873,11700.0,70940,2342005,2015
federal government,2015-07-01,Central Coast,4915,11800.0,70940,2342005,2015
federal government,2015-08-01,Central Coast,4915,11800.0,70940,2342005,2015
federal government,2015-09-01,Central Coast,4915,11800.0,70940,2342005,2015
federal government,2015-10-01,Central Coast,4956,11900.0,70940,2342005,2015
federal government,2015-11-01,Central Coast,4956,11900.0,70940,2342005,2015
federal government,2015-12-01,Central Coast,4956,11900.0,70940,2342005,2015
financial activities,2015-01-01,Central Coast,11824,31500.0,70940,2342005,2015
financial activities,2015-02-01,Central Coast,11861,31600.0,70940,2342005,2015
financial activities,2015-03-01,Central Coast,11824,31500.0,70940,2342005,2015
financial activities,2015-04-01,Central Coast,11936,31800.0,70940,2342005,2015
financial activities,2015-05-01,Central Coast,11899,31700.0,70940,2342005,2015
financial activities,2015-06-01,Central Coast,11786,31400.0,70940,2342005,2015
financial activities,2015-07-01,Central Coast,11974,31900.0,70940,2342005,2015
financial activities,2015-08-01,Central Coast,11974,31900.0,70940,2342005,2015
financial activities,2015-09-01,Central Coast,11749,31300.0,70940,2342005,2015
financial activities,2015-10-01,Central Coast,11861,31600.0,70940,2342005,2015
financial activities,2015-11-01,Central Coast,11824,31500.0,70940,2342005,2015
financial activities,2015-12-01,Central Coast,11786,31400.0,70940,2342005,2015
leisure and hospitality,2015-01-01,Central Coast,7522,88200.0,70940,2342005,2015
leisure and hospitality,2015-02-01,Central Coast,7676,90000.0,70940,2342005,2015
leisure and hospitality,2015-03-01,Central Coast,7778,91200.0,70940,2342005,2015
leisure and hospitality,2015-04-01,Central Coast,7923,92900.0,70940,2342005,2015
leisure and hospitality,2015-05-01,Central Coast,8008,93900.0,70940,2342005,2015
leisure and hospitality,2015-06-01,Central Coast,8136,95400.0,70940,2342005,2015
leisure and hospitality,2015-07-01,Central Coast,8230,96500.0,70940,2342005,2015
leisure and hospitality,2015-08-01,Central Coast,8273,97000.0,70940,2342005,2015
leisure and hospitality,2015-09-01,Central Coast,8136,95400.0,70940,2342005,2015
leisure and hospitality,2015-10-01,Central Coast,8094,94900.0,70940,2342005,2015
leisure and hospitality,2015-11-01,Central Coast,8008,93900.0,70940,2342005,2015
leisure and hospitality,2015-12-01,Central Coast,7923,92900.0,70940,2342005,2015
local government,2015-01-01,Central Coast,25160,85900.0,70940,2342005,2015
local government,2015-02-01,Central Coast,25219,86100.0,70940,2342005,2015
local government,2015-03-01,Central Coast,25424,86800.0,70940,2342005,2015
local government,2015-04-01,Central Coast,25512,87100.0,70940,2342005,2015
local government,2015-05-01,Central Coast,26010,88800.0,70940,2342005,2015
local government,2015-06-01,Central Coast,25629,87500.0,70940,2342005,2015
local government,2015-07-01,Central Coast,22758,77700.0,70940,2342005,2015
local government,2015-08-01,Central Coast,23110,78900.0,70940,2342005,2015
local government,2015-09-01,Central Coast,24311,83000.0,70940,2342005,2015
local government,2015-10-01,Central Coast,24721,84400.0,70940,2342005,2015
local government,2015-11-01,Central Coast,25043,85500.0,70940,2342005,2015
local government,2015-12-01,Central Coast,24516,83700.0,70940,2342005,2015
mining and logging,2015-01-01,Central Coast,472,2400.0,70940,2342005,2015
mining and logging,2015-02-01,Central Coast,452,2300.0,70940,2342005,2015
mining and logging,2015-03-01,Central Coast,452,2300.0,70940,2342005,2015
mining and logging,2015-04-01,Central Coast,452,2300.0,70940,2342005,2015
mining and logging,2015-05-01,Central Coast,413,2100.0,70940,2342005,2015
mining and logging,2015-06-01,Central Coast,413,2100.0,70940,2342005,2015
mining and logging,2015-07-01,Central Coast,432,2200.0,70940,2342005,2015
mining and logging,2015-08-01,Central Coast,413,2100.0,70940,2342005,2015
mining and logging,2015-09-01,Central Coast,413,2100.0,70940,2342005,2015
mining and logging,2015-10-01,Central Coast,393,2000.0,70940,2342005,2015
mining and logging,2015-11-01,Central Coast,413,2100.0,70940,2342005,2015
mining and logging,2015-12-01,Central Coast,373,1900.0,70940,2342005,2015
natural resources mining and construction,2015-01-01,Central Coast,15577,30200.0,70940,2342005,2015
natural resources mining and construction,2015-02-01,Central Coast,15474,30000.0,70940,2342005,2015
natural resources mining and construction,2015-03-01,Central Coast,15577,30200.0,70940,2342005,2015
natural resources mining and construction,2015-04-01,Central Coast,15629,30300.0,70940,2342005,2015
natural resources mining and construction,2015-05-01,Central Coast,15681,30400.0,70940,2342005,2015
natural resources mining and construction,2015-06-01,Central Coast,15887,30800.0,70940,2342005,2015
natural resources mining and construction,2015-07-01,Central Coast,16248,31500.0,70940,2342005,2015
natural resources mining and construction,2015-08-01,Central Coast,16248,31500.0,70940,2342005,2015
natural resources mining and construction,2015-09-01,Central Coast,16093,31200.0,70940,2342005,2015
natural resources mining and construction,2015-10-01,Central Coast,16196,31400.0,70940,2342005,2015
natural resources mining and construction,2015-11-01,Central Coast,16248,31500.0,70940,2342005,2015
natural resources mining and construction,2015-12-01,Central Coast,16093,31200.0,70940,2342005,2015
nondurable goods,2015-01-01,Central Coast,3971,13300.0,70940,2342005,2015
nondurable goods,2015-02-01,Central Coast,4031,13500.0,70940,2342005,2015
nondurable goods,2015-03-01,Central Coast,4001,13400.0,70940,2342005,2015
nondurable goods,2015-04-01,Central Coast,4090,13700.0,70940,2342005,2015
nondurable goods,2015-05-01,Central Coast,4061,13600.0,70940,2342005,2015
nondurable goods,2015-06-01,Central Coast,4180,14000.0,70940,2342005,2015
nondurable goods,2015-07-01,Central Coast,4180,14000.0,70940,2342005,2015
nondurable goods,2015-08-01,Central Coast,4270,14300.0,70940,2342005,2015
nondurable goods,2015-09-01,Central Coast,4299,14400.0,70940,2342005,2015
nondurable goods,2015-10-01,Central Coast,4389,14700.0,70940,2342005,2015
nondurable goods,2015-11-01,Central Coast,4270,14300.0,70940,2342005,2015
nondurable goods,2015-12-01,Central Coast,4270,14300.0,70940,2342005,2015
other services,2015-01-01,Central Coast,3557,23300.0,70940,2342005,2015
other services,2015-02-01,Central Coast,3588,23500.0,70940,2342005,2015
other services,2015-03-01,Central Coast,3573,23400.0,70940,2342005,2015
